candidate_id,source_record_id,title,doi,recovery_status,canonical_pdf,sha256,historical_sha256,bytes,pages,selected_recovery_source,selected_recovery_method,historical_source_pdf,candidate_copy_count
full_2026-07-06__rec_001200,rec_001200,Systematic discovery of single-cell protein networks in cancer with Shusi,10.1101/2025.04.27.649905,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001200.pdf,823fd84bb0401d766a2dda94472183ca0d710e863f8905d34896ebf5bc83feea,,23093327,35,data/source_pdf_recovery_52_2026-07-29/direct_biorxiv_retry/full_2026-07-06__rec_001200.pdf,direct_versioned_biorxiv_retry,data/full_text_problem_retry_2026-07-08/biorxiv_chrome_download_fixed/rec_001200_2025.04.27.649905v1.full.pdf,1
full_2026-07-06__rec_001218,rec_001218,Any-to-Any Learning in Computational Pathology via Triplet Multimodal Pretraining,10.48550/arXiv.2505.12711,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001218.pdf,482f25236321fd996f9d2be29bc61eaba8c768c7bb51467887b292bf67def4ab,482f25236321fd996f9d2be29bc61eaba8c768c7bb51467887b292bf67def4ab,6236244,21,data/source_pdf_recovery_52_2026-07-29/shard_1/full_2026-07-06__rec_001218__Any-to-Any_Learning_in_Computational_Pathology_via_Triplet_Multimodal_/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_001218__Any-to-Any_Learning_in_Computational_Pathology_via_Triplet_Multimodal_/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001277,rec_001277,WITHDRAWN: OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,10.64898/2026.01.09.698573,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001277.pdf,3fa3c481fbe15e348c776fead5d7c1f831eab5493ef2f23291e75ee9f3f9fe51,,49349080,41,data/source_pdf_recovery_52_2026-07-29/shard_1/full_2026-07-06__rec_001277__WITHDRAWN_OKR-Cell_Open_World_Knowledge_Aided_Single-Cell_Foundation_M/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001277__WITHDRAWN_OKR-Cell_Open_World_Knowledge_Aided_Single-Cell_Foundation_M/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001319,rec_001319,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,10.48550/arXiv.2501.08187,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001319.pdf,04c523a9ad928a669120d325ebcdb4840686ab1468d333efa3ee66ed7a43e959,04c523a9ad928a669120d325ebcdb4840686ab1468d333efa3ee66ed7a43e959,37269967,37,data/source_pdf_recovery_52_2026-07-29/shard_1/full_2026-07-06__rec_001319__A_Multi-Modal_AI_Copilot_for_Single-Cell_Analysis_with_Instruction_Fol/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001319__A_Multi-Modal_AI_Copilot_for_Single-Cell_Analysis_with_Instruction_Fol/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001343,rec_001343,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,10.1101/2023.10.13.562243,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001343.pdf,f6f93ed5ccaf2430ebca5fe38f6245e1ab0e65457d53af088d0638f04b006721,,770542,19,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001343__A_General_Single-Cell_Analysis_Framework_via_Conditional_Diffusion_Gen/full_text_01_biorxiv_medrxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001343__A_General_Single-Cell_Analysis_Framework_via_Conditional_Diffusion_Gen/full_text_05_openalex_content_pdf.pdf,1
full_2026-07-06__rec_001352,rec_001352,Towards Generalist Biomedical AI,10.48550/arXiv.2307.14334,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001352.pdf,dcc3a0f653466b08e62bfe33f20d50ca04b5bcd52b571fe4092c3ac0d063c789,dcc3a0f653466b08e62bfe33f20d50ca04b5bcd52b571fe4092c3ac0d063c789,4059331,37,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001352__Towards_Generalist_Biomedical_AI/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001352__Towards_Generalist_Biomedical_AI/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001381,rec_001381,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001381.pdf,b1a14167abdd7e0ef2b12aebcc4b2d347dcf59f2064b9c87e60d124ab0a06222,b1a14167abdd7e0ef2b12aebcc4b2d347dcf59f2064b9c87e60d124ab0a06222,8244856,30,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001381__Language-Enhanced_Representation_Learning_for_Single-Cell_Transcriptom/full_text_01_arxiv_title_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/retry2_batch_000_024/full_2026-07-06__rec_001381__Language-Enhanced_Representation_Learning_for_Single-Cell_Transcriptom/full_text_01_semantic_scholar_title_arxiv_p.pdf,1
full_2026-07-06__rec_001519,rec_001519,BioGPT: A Generative Transformer-Based Framework for Personalized Genomic Medicine and Rare Disease Diagnosis,10.58496/mjaih/2025/015,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001519.pdf,a3394b2f036192d7cb9626d2e7d0a59765a2b9b395ab8876736ccca4b8e313be,a3394b2f036192d7cb9626d2e7d0a59765a2b9b395ab8876736ccca4b8e313be,873264,11,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001519__BioGPT_A_Generative_Transformer-Based_Framework_for_Personalized_Genom/full_text_03_openalex_pdf_url.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001519__BioGPT_A_Generative_Transformer-Based_Framework_for_Personalized_Genom/full_text_01_openalex_pdf_url.pdf,1
full_2026-07-06__rec_001617,rec_001617,Cell-o1: Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning,10.48550/arXiv.2506.02911,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001617.pdf,cf5752bb6575c57efe014c5172116b55dacd95b8c4832c8dc479de2417d6e300,cf5752bb6575c57efe014c5172116b55dacd95b8c4832c8dc479de2417d6e300,16549979,28,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001617__Cell-o1_Training_LLMs_to_Solve_Single-Cell_Reasoning_Puzzles_with_Rein/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001617__Cell-o1_Training_LLMs_to_Solve_Single-Cell_Reasoning_Puzzles_with_Rein/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001687,rec_001687,CaLMFlow: Volterra Flow Matching using Causal Language Models,10.48550/arXiv.2410.05292,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001687.pdf,cc9584c83bc69c038ae67de814c1dcc1473af00f042ace5e49feba4e7e990337,cc9584c83bc69c038ae67de814c1dcc1473af00f042ace5e49feba4e7e990337,14153136,22,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001687__CaLMFlow_Volterra_Flow_Matching_using_Causal_Language_Models/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001687__CaLMFlow_Volterra_Flow_Matching_using_Causal_Language_Models/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001773,rec_001773,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,10.48550/arXiv.2502.03499,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001773.pdf,8bb6335335d62a00cacdb60af481d932dc2cdb3edcc2b486f912611b220136b1,8bb6335335d62a00cacdb60af481d932dc2cdb3edcc2b486f912611b220136b1,2488411,23,data/source_pdf_recovery_52_2026-07-29/shard_2/full_2026-07-06__rec_001773__Omni-DNA_A_Unified_Genomic_Foundation_Model_for_Cross-Modal_and_Multi-/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_2/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001773__Omni-DNA_A_Unified_Genomic_Foundation_Model_for_Cross-Modal_and_Multi-/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001830,rec_001830,Rethinking Genomic Modeling Through Optical Character Recognition,,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001830.pdf,00315dd5c71b9419dd7fd036927e98552a8be4ba0ee32ec74ee006666a1f72d1,,13588210,47,data/source_pdf_recovery_52_2026-07-29/shard_3/full_2026-07-06__rec_001830__Rethinking_Genomic_Modeling_Through_Optical_Character_Recognition/full_text_02_openalex_title_pdf_url.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_3/batch_manifest.json,data/full_text_downloads_2026-07-07/retry_batch_030_059/full_2026-07-06__rec_001830__Rethinking_Genomic_Modeling_Through_Optical_Character_Recognition/full_text_03_openalex_title_pdf_url.pdf,1
full_2026-07-06__rec_001838,rec_001838,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,10.48550/arXiv.2509.24840,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001838.pdf,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,1385436,26,data/source_pdf_recovery_52_2026-07-29/shard_3/full_2026-07-06__rec_001838__Cell2Text_Multimodal_LLM_for_Generating_Single-Cell_Descriptions_from_/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_3/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001838__Cell2Text_Multimodal_LLM_for_Generating_Single-Cell_Descriptions_from_/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_001889,rec_001889,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,10.64898/2025.12.01.691565,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001889.pdf,8bb683da2854fd183fe3d791428a837eedd9ed70de2adadf29b3598c9feede09,590d611e5494b7227a7e3e9a58f1e6b8b1b00e2bfbfad1a3fb127c14db13e522,8062601,51,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/full_2026-07-06__rec_001889.pdf,direct_historical_or_resolved_url,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_001889__scmoba_a_conversational_single_cell_multi_omics_brain_agent_acro/full_text_browser_biorxiv_2025.12.01.691565v1.full.pdf,1
full_2026-07-06__rec_002049,rec_002049,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,10.48550/arXiv.2510.01428,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002049.pdf,aa138b11f656f39dc81db3eee741f995dd9022ab7e5a71042e9117098b0a466b,aa138b11f656f39dc81db3eee741f995dd9022ab7e5a71042e9117098b0a466b,1062424,12,data/source_pdf_recovery_52_2026-07-29/shard_3/full_2026-07-06__rec_002049__BioVERSE_Representation_Alignment_of_Biomedical_Modalities_to_LLMs_for/full_text_01_arxiv_pdf.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_3/batch_manifest.json,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002049__BioVERSE_Representation_Alignment_of_Biomedical_Modalities_to_LLMs_for/full_text_01_arxiv_pdf.pdf,1
full_2026-07-06__rec_002105,rec_002105,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,10.1101/2024.10.15.618501,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002105.pdf,c52f12b4099546aa9b35d4abc366c269e1300a70d67dd5ece1df0187588fcac6,c52f12b4099546aa9b35d4abc366c269e1300a70d67dd5ece1df0187588fcac6,14039512,26,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/full_2026-07-06__rec_002105__Multimodal_learning_of_transcriptomes_and_text_enables_interactive_sin/full_text_05_openalex_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002105__Multimodal_learning_of_transcriptomes_and_text_enables_interactive_sin/full_text_05_openalex_content_pdf.pdf,1
full_2026-07-06__rec_002243,rec_002243,"Human Genome Book:Words,Sentences and Paragraphs",10.1101/2025.01.23.634629,valid_pdf_no_historical_hash,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002243.pdf,c5ed5eefbb30c81afcca11bbb784ab146e14c48e3114766dca751926efef33c7,,832582,20,data/source_pdf_recovery_52_2026-07-29/shard_3/full_2026-07-06__rec_002243__Human_Genome_Book_Words_Sentences_and_Paragraphs/full_text_09_crossref_title_link.pdf,initial:data/source_pdf_recovery_52_2026-07-29/shard_3/batch_manifest.json,data/full_text_downloads_2026-07-07/retry_batch_030_059/full_2026-07-06__rec_002243__Human_Genome_Book_Words_Sentences_and_Paragraphs/full_text_07_crossref_title_link.pdf,1
full_2026-07-06__rec_002304,rec_002304,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",10.1101/2025.11.14.688396,historical_version_url_recovered_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002304.pdf,9b10f7ca2de7b13f91f02c1dcf30d3ace515431977b60ee39c0ab2ed70a7a5c6,76870359eb3934d0d4f6331bbfe8832fd647f314186f73615f82060942490554,8825308,48,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/full_2026-07-06__rec_002304.pdf,direct_historical_or_resolved_url,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_002304__genolator_a_multimodal_large_language_model_fusing_natural_langu/full_text_user_manual_biorxiv_2025.11.14.688396v1.full.pdf,1
full_2026-07-06__rec_002327,rec_002327,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002327.pdf,224f17a012c70ed6b7cc9e5f57eff9035710cd3daa6ad9de2d547d737b6235a9,224f17a012c70ed6b7cc9e5f57eff9035710cd3daa6ad9de2d547d737b6235a9,1190688,36,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/full_2026-07-06__rec_002327__OmniNA_A_foundation_model_for_nucleotide_sequences/full_text_05_openalex_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002327__OmniNA_A_foundation_model_for_nucleotide_sequences/full_text_05_openalex_content_pdf.pdf,1
full_2026-07-06__rec_002517,rec_002517,ChatCell: Facilitating Single-Cell Analysis with Natural Language,10.48550/arXiv.2402.08303,exact_historical_pdf,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002517.pdf,38f83ae62bbe22a2283c9c26625baab4dd0d4814e2b52978123074464505ec43,38f83ae62bbe22a2283c9c26625baab4dd0d4814e2b52978123074464505ec43,5086815,16,data/source_pdf_recovery_52_2026-07-29/direct_known_urls/full_2026-07-06__rec_002517.pdf,direct_historical_or_resolved_url,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_002517__ChatCell_Facilitating_Single-Cell_Analysis_with_Natural_Language/full_text_pass3_01_web_arxiv_v2_pdf.pdf,1
full_2026-07-06__rec_003008,rec_003008,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,,alternative_valid_pdf_hash_differs,data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003008.pdf,f3061e2dae25e4ba4ce240a459de71f6a45088dd09b00233ae5a438836acb8f0,49635ad1b982aba697b541a119a71dca5348dc81f4fe804b77cbbb93883ae68c,5933557,21,data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/full_2026-07-06__rec_003008__Aligning_LLMs_with_Biomedical_Knowledge_using_Balanced_Fine-Tuning/full_text_01_openalex_title_content_pdf.pdf,retry_with_keys:data/source_pdf_recovery_52_2026-07-29/retry_with_keys/shard_1/batch_manifest.json,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003008__Aligning_LLMs_with_Biomedical_Knowledge_using_Balanced_Fine-Tuning/full_text_01_openalex_title_pdf_url.pdf,1
