record_id,candidate_id,source_record_id,source_corpus,docling_markdown,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
full_2026-07-06__rec_000323,full_2026-07-06__rec_000323,rec_000323,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000323.md,L2G: Repurposing Language Models for Genomics Tasks.,10.1101/2024.12.09.627422,EXCLUDE,EC3_not_generative,none,adjudicator,"The record describes a new genomics method that repurposes a pre-trained LLM with a CNN embedder and a linear predictor, but the candidate model is trained and evaluated as supervised prediction, not generation. Text-lm and DNA alignment are explicit, so the text component and bridge are present, but the lack of a generative mechanism makes it out of scope.","""adapts a pre-trained LLM architecture for genomics""; ""transformer layers from a pre-trained language model""; ""minimizes the modality gap between DNA embeddings and language embeddings""; ""fine-tuned on task-specific data in a supervised manner""; ""linear predictor""; ""repurposing existing LLMs for genomics tasks""; ""achieves superior performance... on genomics benchmarks""; ""cross-modal transfer in genomics""; ""in a supervised manner""; ""to identify significant transcription factor motifs""; ""not requiring extensive pre-training on DNA sequence data""; ""distribution distance between language embeddings and DNA embeddings""; ""pre-trained language models""; ""language models originally developed for NLP can be repurposed for seemingly unrelated domains like genomics""; ""multiple genomics tasks""; ""DNA sequence data""",none,none,application_wrapper,none
full_2026-07-06__rec_000329,full_2026-07-06__rec_000329,rec_000329,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000329.md,RNA language models predict mutations that improve RNA function.,10.1038/s41467-024-54812-y,EXCLUDE,EC2_no_text_component,none,adjudicator,"Original research uses a generative RNA language model to predict RNA mutations, but the record supports only biological-sequence modeling, not natural-language text or a text-bio bridge. Exclude under EC2_no_text_component.","""two distinct deep learning frameworks, a GNN and a generative RNA LM""; ""identify functional RNA mutations in the ribosome""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_000347,full_2026-07-06__rec_000347,rec_000347,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000347.md,Protein Set Transformer: A protein-based genome language model to power high diversity viromics.,10.21203/rs.3.rs-4844047/v1,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000401,full_2026-07-06__rec_000401,rec_000401,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000401.md,A 5' UTR Language Model for Decoding Untranslated Regions of mRNA and Function Predictions.,10.1038/s42256-024-00823-9,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000486,full_2026-07-06__rec_000486,rec_000486,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000486.md,HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution,10.48550/arXiv.2306.15794,EXCLUDE,EC2_no_text_component,none,adjudicator,"Primary genomic foundation model paper, but the provided sections describe only DNA-sequence pretraining and downstream prediction/fine-tuning. No natural-language text component or text-bio bridge is evidenced, so it is excluded under EC2.","""our current focus in this study was exclusively on DNA sequences""; ""uses single nucleotide tokens""; ""fine-tuned for tasks including identifying regulatory elements""",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_000534,full_2026-07-06__rec_000534,rec_000534,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000534.md,Deciphering microbial gene function using natural language processing.,10.1038/s41467-022-33397-4,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000607,full_2026-07-06__rec_000607,rec_000607,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000607.md,Modeling aspects of the language of life through transfer-learning protein sequences.,10.1186/s12859-019-3220-8,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary model paper about SeqVec for protein sequences, but the only language-like phrasing is biological tokenization, not a natural-language text component. The abstract and full text describe embeddings and downstream prediction tasks, not a generative text-bio model.","""each protein was treated as a sentence and each amino acid was interpreted as a single word""; ""we model single protein sequences""; ""training simple neural networks for two different tasks""",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_000619,full_2026-07-06__rec_000619,rec_000619,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000619.md,Large-scale multi-omic biosequence transformers for modeling protein–nucleic acid interactions,10.1371/journal.pone.0341501,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000626,full_2026-07-06__rec_000626,rec_000626,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000626.md,Probing genomic language models: Nucleotide Generative Pretrained Transformer and the role of pretraining in learned representations,10.1093/bib/bbag011,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000709,full_2026-07-06__rec_000709,rec_000709,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000709.md,Protein-nucleic acid language model-assisted design of precise and compact adenine base editor,10.1038/s41467-025-65311-z,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary model paper about a protein-nucleic acid language model used to engineer and generate TadA-8e variants. The provided evidence shows only biological sequence/position inputs, not natural-language text or a substantive text-bio bridge.",“protein-nucleic acid language model” and “fine-tuned the PNLM with our curated TadA-8e variant dataset”; “generate 150 TadA-8e-like sequences”,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000771,full_2026-07-06__rec_000771,rec_000771,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000771.md,"A multimodal conversational agent for DNA, RNA and protein tasks",10.1038/s42256-025-01047-1,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000822,full_2026-07-06__rec_000822,rec_000822,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000822.md,HydraRNA: a hybrid architecture based full-length RNA language model,10.1186/s13059-025-03853-7,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000843,full_2026-07-06__rec_000843,rec_000843,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000843.md,mRNA-LM: full-length integrated SLM for mRNA analysis,10.1093/nar/gkaf044,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000867,full_2026-07-06__rec_000867,rec_000867,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000867.md,A long-context language model for deciphering and generating bacteriophage genomes,10.1038/s41467-024-53759-4,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000908,full_2026-07-06__rec_000908,rec_000908,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000908.md,DNA language model GROVER learns sequence context in the human genome,10.1038/s42256-024-00872-0,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000915,full_2026-07-06__rec_000915,rec_000915,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000915.md,'Bingo' - a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data,10.1093/bib/bbad472,EXCLUDE,EC2_no_text_component,none,adjudicator,"The record describes a new predictive workflow for essential-gene classification from protein sequence, not a review, benchmark, or generative text-bio model. It uses ESM-2/GNNs, but no natural-language text component or text-bio bridge is evidenced.","""developed an LLM-GNN-based workflow, called Bingo, to predict gene essentiality ... exclusively from protein sequence""; ""Leveraging ESM-2 and GNNs""; ""predict""; ""workflow""; ""pipeline""; ""protein sequences""; ""contact maps""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_000939,full_2026-07-06__rec_000939,rec_000939,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000939.md,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures,10.1093/bib/bbae525,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000950,full_2026-07-06__rec_000950,rec_000950,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000950.md,Illuminating protein space with a programmable generative model,10.1038/s41586-023-06728-8,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001074,full_2026-07-06__rec_001074,rec_001074,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001074.md,BioReason: Incentivizing Multimodal Biological Reasoning within a DNA-LLM Model,10.48550/arXiv.2505.23579,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001126,full_2026-07-06__rec_001126,rec_001126,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001126.md,Language may be all omics needs: Harmonizing multimodal data for omics understanding with CellHermes,10.1101/2025.11.07.687322,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001133,full_2026-07-06__rec_001133,rec_001133,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001133.md,Nona: A unifying multimodal masking framework for functional genomics,10.1101/2025.11.06.687036,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001143,full_2026-07-06__rec_001143,rec_001143,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001143.md,A Cross-Species Generative Cell Atlas Across 1.5 Billion Years of Evolution: The TranscriptFormer Single-cell Model,10.1101/2025.04.25.650731,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001161,full_2026-07-06__rec_001161,rec_001161,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001161.md,Towards Applying Large Language Models to Complement Single-Cell Foundation Models,10.48550/arXiv.2507.10039,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary model paper, but the provided methods only support biological token sequences as “cell sentences” of gene names rather than a substantive natural-language text component. The model does use generative LLMs autoregressively, but the text-bio bridge is not clearly supported as a real text modality.",“Cells were represented using cell sentences … where gene names are listed in descending order of expression level” and “passed to text encoders … or to generative LLMs … through autoregressive generation”,EC2_no_text_component,none,none,mixed_signals
full_2026-07-06__rec_001218,full_2026-07-06__rec_001218,rec_001218,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001218.md,Any-to-Any Learning in Computational Pathology via Triplet Multimodal Pretraining,10.48550/arXiv.2505.12711,UNCERTAIN,none,generative_status_unclear,adjudicator,"ALTER is presented as a new tri-modal pretraining framework over WSIs, genomics, and pathology reports, so this is a primary multimodal model with a clear text-bio bridge. The record mentions report generation, but it does not clearly describe a generative architecture or mechanism, so generation remains unresolved.","""integrates WSIs, genomics, and pathology reports""; ""tokenize R into a sequence""; ""report generation""; ""build a comprehensive foundation model""",none,none,none,generative_status_unclear
full_2026-07-06__rec_001289,full_2026-07-06__rec_001289,rec_001289,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001289.md,scGPT: Towards Building a Foundation Model for Single-Cell Multi-omics Using Generative AI,10.1101/2023.04.30.538439,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"The provided sections describe scGPT as a foundation model trained on human cell data with downstream biological tasks, but they do not show any natural-language text component or text-bio alignment. Generative status is not explicitly demonstrated beyond the title claim ""using Generative AI"" and the pretraining/evaluation description.","""pre-trained the scGPT model on smaller scales of the normal human cells""; ""cell embeddings computed from the pre-trained scGPT""; tasks of ""cell type annotation, reference mapping, and perturbation response prediction""; title: ""Using Generative AI""; none; none",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_001291,full_2026-07-06__rec_001291,rec_001291,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001291.md,Unsupervised Whole-Genome Representation Learning Captures Bacterial Phenotypes,10.1101/2025.04.01.646674,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_001302,full_2026-07-06__rec_001302,rec_001302,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001302.md,How to improve polygenic prediction from whole-genome sequencing data by leveraging predicted epigenomic features?,10.1101/2024.10.04.24314860,EXCLUDE,EC2_no_text_component,none,adjudicator,"The record describes a PRS method using a pretrained genomic LLM to impute epigenomic signals from genotypes. It has biological data and an LLM, but no natural-language text component or text-bio bridge, so it is outside scope.","""A pretrained LLM is employed to transform genotypes into epigenomic signals""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""; ""personal diploid sequences as inputs""; ""transform genotypes into epigenomic signals""; ""impute epigenomic signals""; ""pretrained LLM""; ""risk is then estimated based on the imputed personal epigenomic signals""; ""genomic large language models (LLM)""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_001319,full_2026-07-06__rec_001319,rec_001319,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001319.md,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,10.48550/arXiv.2501.08187,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001351,full_2026-07-06__rec_001351,rec_001351,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001351.md,JanusDNA: A Powerful Bi-directional Hybrid DNA Foundation Model,10.48550/arXiv.2505.17257,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001352,full_2026-07-06__rec_001352,rec_001352,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001352.md,Towards Generalist Biomedical AI,10.48550/arXiv.2307.14334,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
