record_id,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
rec_000021,Identification of diagnostic and prognostic biomarkers in lung adenocarcinoma through integrated bioinformatics analysis and real time PCR validation.,10.1038/s41598-026-35971-y,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000022,SpaConTDS: A multimodal contrastive learning framework for identifying spatial domains by applying tuple disturbing strategy.,10.1371/journal.pcbi.1013893,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000023,"The Evolving Role of Artificial Intelligence in Medical Genetics: Advancing Healthcare, Research, and Biosafety Management.",10.3390/genes17010006,EXCLUDE,review_editorial,none,adjudicator,"This is a review of AI in medical genetics and biosecurity. It discusses generative AI conceptually, but gives no specific generative architecture or text-bio bridge in the abstract.","""This review explores the synergistic convergence"" of AI and medical genetics; ""AI is also emerging as a powerful generative tool""",review_editorial,mixed_signals,review_editorial,mixed_signals
rec_000024,A Clinically Translatable Multimodal Deep Learning Model for HRD Detection from Histopathology Images.,10.3390/diagnostics16020356,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000025,ChromBERT: A foundation model for learning interpretable representations for context-specific transcriptional regulatory networks.,10.1016/j.xgen.2025.101130,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000026,Aligned cross-modal integration and regulatory heterogeneity characterization of single-cell multiomic data with deep contrastive learning.,10.1186/s13073-025-01586-7,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000027,BiChemoCLAM: a weakly supervised multimodal framework for chemotherapy response prediction.,10.1093/bib/bbaf728,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000028,Multimodal graph neural networks in healthcare: a review of fusion strategies across biomedical domains.,10.3389/frai.2025.1716706,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000029,"AI-driven transformation of precision medicine: a comprehensive narrative review of key application areas, emerging paradigms, and future directions.",10.3389/fpubh.2025.1656603,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000030,"Multi-modal AI in precision medicine: integrating genomics, imaging, and EHR data for clinical insights.",10.3389/frai.2025.1743921,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000031,CLAMP: predicting specific protein-mediated chromatin loops in diverse species with a chromatin accessibility language model.,10.1186/s13059-026-03948-9,UNCERTAIN,none,generative_status_unclear,adjudicator,"CLAMP is presented as a deep language model pre-trained on broad cross-species chromatin accessibility data, so it is a primary bio-language model with foundation-model evidence. The abstract does not clearly state whether the model is generative.","""a chromatin accessibility language model""; ""deep language model pre-trained on broad cross-species chromatin accessibility data""",none,none,none,generative_status_unclear
rec_000032,The DNA dialect: a comprehensive guide to pretrained genomic language models.,10.1038/s44320-025-00184-4,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000033,A multimodal framework to identify molecular mechanisms driving patient group-associated morphology through the integration of spatial transcriptomics and whole slide imaging.,10.1038/s44387-025-00050-6,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a new multimodal framework for spatial transcriptomics and whole-slide imaging, but the abstract shows no substantive text component. It is therefore excluded for lacking text-bio integration.","“integration of spatial transcriptomics and whole slide imaging” and “combining foundation-model features, multiple-instance learning”",EC2_no_text_component,none,application_wrapper,none
rec_000034,Machine learning for extracellular vesicles enables diagnostic and therapeutic nanobiotechnology.,10.1186/s12951-025-03952-4,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000035,STAG-LLM: Predicting TCR-pHLA binding with protein language models and computationally generated 3D structures.,10.1016/j.csbj.2025.09.004,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_substantive_text_bio_bridge,none,EC4_no_foundation_model_evidence,none
rec_000036,EpiXFormer: a cross-attention neural network for predicting cell type-specific transcription factor binding sites.,10.1093/bib/bbaf721,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000037,"Harnessing artificial intelligence for genomic variant prediction: advances, challenges, and future directions.",10.1093/gigascience/giag004,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000038,AI-Enabled Precision Nutrition in the ICU: A Narrative Review and Implementation Roadmap.,10.3390/nu18010110,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000039,Pattern Learning and Knowledge Distillation for Single-Cell Data Annotation.,10.3390/biology15010002,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000040,MOTLAB: A Weighted Multi-Omics Transfer Learning Approach to Mitigate Breast Cancer Racial Disparities.,10.64898/2025.12.22.696111,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000041,Generalizable Single-cell Multimodal Data Integration with Self-supervised Learning.,10.1093/gpbjnl/qzaf129,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000042,Molecular and multimodal biomarkers in Moyamoya disease: from pathogenic mechanisms to clinical translation.,10.1186/s40001-025-03769-9,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000043,Artificial intelligence for radiopharmaceutical and molecular imaging.,10.1016/j.apsb.2025.09.039,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000044,Generating crossmodal gene expression from cancer histopathology improves multimodal AI predictions.,10.1038/s41467-025-66961-9,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000045,Can artificial intelligence uncover the bioactive peptides' benefits for human health and knowledge? A narrative review.,10.3389/fnut.2025.1698147,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000046,Integrating natural language processing and genome analysis enables accurate bacterial phenotype prediction.,10.1093/nargab/lqaf174,EXCLUDE,application_wrapper,none,adjudicator,"The paper fine-tunes existing transformer-based LLMs to extract literature-derived phenotypes and combine them with genome analysis, which reads as an application of existing language models. The abstract does not show a new generative foundation model.",“We fine-tuned specialized transformer-based large language models” and “integrate literature-derived information with genomic data”,none,none,application_wrapper,none
rec_000047,Interpretable multimodal deep learning improves postoperative risk stratification in intrahepatic cholangiocarcinoma in multicentre cohorts.,10.1038/s41746-025-02282-x,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000048,"Application of Artificial Intelligence Technology in Plant MicroRNA Research: Progress, Challenges, and Prospects.",10.3390/ijms262411854,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000049,What Do Single-Cell Models Already Know About Perturbations?,10.3390/genes16121439,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
rec_000050,A novel computational analysis integrating social determinants information from EHR and literature with Alzheimer's disease biological knowledge through large language models and knowledge graphs.,10.1093/geroni/igaf102,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000051,Multimodal deep learning for cancer prognosis prediction with clinical information prompts integration.,10.1038/s41746-025-02257-y,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000052,Proformer: a multimodal proteomics transformer model for multidisease early risk assessment.,10.1093/bib/bbaf686,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000053,Predicting the unseen: A diffusion-based debiasing framework for transcriptional response prediction at single-cell resolution.,10.1073/pnas.2525268122,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000054,CELLetter: leveraging large language model and dual-stream network to identify context-specific ligand-receptor interactions for cell-cell communication analysis.,10.1093/bib/bbaf693,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000055,A Multi-Modal Transfer Learning Framework to Reduce Health Disparities in Prostate Adenocarcinoma.,10.64898/2025.12.15.694538,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000056,From Classical Machine Learning to Emerging Foundation Models: Review on Multimodal Data Integration for Cancer Research,10.48550/arXiv.2507.09028,EXCLUDE,review_editorial,none,adjudicator,"The title and abstract explicitly describe a review of multimodal data integration and foundation models in cancer research, not a primary model paper. It is excluded as review/editorial.",“This paper presents a comprehensive review” and “first review to systematically map the transition”,review_editorial,none,review_editorial,none
rec_000057,Deep Learning Analysis of CBCT Images for Periodontal Disease: Phenotype-Level Concordance with Independent Transcriptomic and Microbiome Datasets.,10.3390/dj13120578,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000058,Artificial intelligence in multidisciplinary tumor boards enhancing decision making and clinical outcomes in oncology.,10.1016/j.isci.2025.114082,EXCLUDE,review_editorial,none,adjudicator,"This is a synthesis of AI support for multidisciplinary tumor boards, including NLP and large language models, rather than a primary model paper. No candidate generative text-bio foundation model is presented.",“We synthesize how artificial intelligence ... supports MDT preparation and deliberation”,review_editorial,none,review_editorial,none
rec_000059,Advances in machine learning-enhanced microfluidic cell sorting.,10.1126/sciadv.aea6007,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000060,Query-driven generative AI synthesizes multi-modal spatial omics from histology.,10.64898/2025.12.11.693669,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000061,A Representation Fusion Framework for Decoupling Diagnostic Information in Multimodal Learning.,10.1038/s41746-025-02144-6,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000062,"Development, advancement, and clinical integration of artificial intelligence technology in gastric cancer.",10.1097/CM9.0000000000003922,EXCLUDE,review_editorial,none,adjudicator,The abstract states that this paper is a review of AI applications in gastric cancer and discusses existing methods and foundation models. It is not a primary candidate model paper.,“This review examines the application of AI in diagnosing and treating gastric cancer”,review_editorial,none,review_editorial,none
rec_000063,TissueNarrator: Generative Modeling of Spatial Transcriptomics with Large Language Models.,10.1101/2025.11.24.690325,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000064,A multimodal knowledge-enhanced whole-slide pathology foundation model.,10.1038/s41467-025-66220-x,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000065,Artificial Intelligence Revolution in Transcriptomics: From Single Cells to Spatial Atlases.,10.1002/advs.202518949,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000066,Benchmarking large language models for identifying transcription factor regulatory interactions.,10.1093/bioinformatics/btaf653,EXCLUDE,benchmark_resource,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,benchmark_resource,none,benchmark_resource,none
rec_000067,"AI-driven virtual cell models in preclinical research: technical pathways, validation mechanisms, and clinical translation potential.",10.1038/s41746-025-02198-6,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000068,GPTAnno: Ontology-tree-guided hierarchical cell type annotation based on GPT models for single-cell data.,10.1101/2025.11.27.690951,EXCLUDE,application_wrapper,none,adjudicator,"GPTAnno is an ontology-guided annotation method built on GPT models for cell-type labeling, which is wrapper-style use of existing language models. The abstract does not establish a new foundation model or substantive text-bio generative bridge.",“based on GPT models” and “integrates ... large language model reasoning constrained by the cell ontology”,none,none,application_wrapper,mixed_signals
rec_000069,AUTOENCODIX: a generalized and versatile framework to train and evaluate autoencoders for biological representation learning and beyond.,10.1038/s43588-025-00916-4,EXCLUDE,benchmark_resource,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,benchmark_resource,none,benchmark_resource,none
rec_000070,Multi-modal integration of histopathology and transcriptomics reveals STAB1,10.1186/s12967-025-07348-8,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000071,Predicability of PD-L1 expression in cancer cells based solely on H&E-stained sections.,10.1016/j.jpi.2025.100524,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000072,AI-based neoadjuvant immunotherapy response prediction across pan-cancer: a comprehensive review.,10.1186/s12935-025-04063-8,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000073,ARCADIA Reveals Spatially Dependent Transcriptional Programs through Integration of scRNA-seq and Spatial Proteomics.,10.1101/2025.11.20.689521,EXCLUDE,EC2_no_text_component,foundation_model_evidence_unclear,adjudicator,"ARCADIA is a generative framework for scRNA-seq and spatial proteomics integration, but the abstract contains no text modality. The model is described with dual VAEs and translation between biological modalities, not a text-bio bridge.",“a generative framework for cross-modal integration” of “scRNA-seq and Spatial Proteomics”,EC2_no_text_component,none,none,foundation_model_evidence_unclear
rec_000074,Spatial transcriptomics expression prediction from histopathology based on cross-modal mask reconstruction and contrastive learning.,10.1016/j.media.2025.103889,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"This is a prediction model from whole-slide images to spatial gene expression, so it is biological but not text-based. The abstract does not clearly establish a generative foundation model.",“predict spatially resolved gene expression from the whole-slide images (WSIs)”,EC2_no_text_component,none,EC4_no_foundation_model_evidence,generative_status_unclear
rec_000075,Hypergraph-driven spatial multimodal fusion for precise domain delineation and tumor microenvironment decoding.,10.1038/s42003-025-09312-0,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000076,Guided co-clustering transfer across unpaired and paired single-cell multi-omics data.,10.1093/bioinformatics/btaf639,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000077,From multi-omics to deep learning: advances in cfDNA-based liquid biopsy for multi-cancer screening.,10.1186/s40364-025-00874-z,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000078,scGALA advances graph link prediction-based cell alignment for comprehensive data integration and harmonization.,10.1038/s41467-025-66644-5,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000079,Next-Generation Advances in Prostate Cancer Imaging and Artificial Intelligence Applications.,10.3390/jimaging11110390,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000080,Heimdall: A Modular Framework for Tokenization in Single-Cell Foundation Models.,10.1101/2025.11.09.687403,EXCLUDE,benchmark_resource,none,adjudicator,"Heimdall is a toolkit for systematically evaluating tokenization strategies in single-cell foundation models, not a candidate generative model paper. It clearly centers on scFMs and transfer-learning evaluation.",“a comprehensive framework and open-source toolkit for systematically evaluating tokenization strategies in single-cell foundation models”,benchmark_resource,none,benchmark_resource,generative_status_unclear
rec_000081,scKGBERT: a knowledge-enhanced foundation model for single-cell transcriptomics.,10.1186/s13059-025-03862-6,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"scKGBERT is a foundation model over scRNA-seq and protein-protein interactions, so the biological modality is clear. The abstract does not describe any substantive text modality or text-bio bridge.",“integrating 41 M single-cell RNA-seq profiles and 8.9 M protein-protein interactions”,EC2_no_text_component,none,none,generative_status_unclear
rec_000082,Single-cell omics arena: evaluation of large language models for automatic cell-type annotations on single-cell omics data via RNA-seq bridging.,10.1093/bib/bbaf622,EXCLUDE,benchmark_resource,generative_status_unclear,adjudicator,"This paper is primarily a benchmark for evaluating LLMs on cell-type annotation, not a new model paper. The abstract also mentions RNA-seq bridging and a pretrained VAE translation module, but the central contribution remains the benchmark.",“introduce an automated cell-type annotation method with comprehensive benchmark” and “evaluating eight LLMs across 1226 cell-type annotation-related tasks”,benchmark_resource,none,benchmark_resource,generative_status_unclear
rec_000083,Predicting dynamic expression patterns in budding yeast with a fungal DNA language model.,10.21203/rs.3.rs-7681940/v1,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_substantive_text_bio_bridge,none,none,none
rec_000084,GeneCAD: Plant Genome Annotation with a DNA Foundation Model.,10.1101/2025.10.31.685877,EXCLUDE,application_wrapper,none,adjudicator,"GeneCAD is a sequence-only gene-annotation pipeline built from existing foundation-model components, not a text-bio model. The abstract provides no text modality or substantive text-bio bridge.",“sequence-only method that predicts complete plant gene models directly from DNA”,EC2_no_text_component,none,application_wrapper,none
rec_000085,"MERFISH+, a large-scale, multi-omics spatial technology resolves the molecular holograms of the 3D human developing heart.",10.1101/2025.11.02.686137,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000086,ProCyon: A multimodal foundation model for protein phenotypes.,10.1101/2024.12.10.627665,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000087,Atacformer: A transformer-based foundation model for analysis and interpretation of ATAC-seq data.,10.1101/2025.11.03.685753,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000088,SCREAM: Single-cell Clustering using Representation Autoencoder of Multiomics.,10.1101/2025.10.03.680290,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
