candidate_id,source_run,record_id,title,doi,manifest_status,pdf_found,pdf_path,pdf_bytes,pdf_sha256,final_docling_status,docling_json,markdown,chunks,chunk_count,figure_count,figures_manifest,markdown_chars,docling_json_bytes,notes,quality_flags
full_2026-07-06__rec_000323,full_2026-07-06,rec_000323,L2G: Repurposing Language Models for Genomics Tasks.,10.1101/2024.12.09.627422,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_000323__L2G_Repurposing_Language_Models_for_Genomics_Tasks./full_text_05_openalex_content_pdf.pdf,2222547,5f6e288c23adca3c35b86374682e524f180a793a476daa3d512a788b2868dbf7,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000323.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000323.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000323.jsonl,73,5,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000323/figures_manifest.json,50003,23995764,,
full_2026-07-06__rec_000329,full_2026-07-06,rec_000329,RNA language models predict mutations that improve RNA function.,10.1038/s41467-024-54812-y,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000329__RNA_language_models_predict_mutations_that_improve_RNA_function./full_text_01_openalex_pdf_url.pdf,3276636,e5596676cb13bf583b4956275b0790ea93a1f3e54e2f0daf597b92dcd4670211,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000329.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000329.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000329.jsonl,140,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000329/figures_manifest.json,97884,38035765,,
full_2026-07-06__rec_000347,full_2026-07-06,rec_000347,Protein Set Transformer: A protein-based genome language model to power high diversity viromics.,10.21203/rs.3.rs-4844047/v1,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000347__Protein_Set_Transformer_A_protein-based_genome_language_model_to_power/full_text_05_openalex_pdf_url.pdf,4220244,d8bb472051186a17ac4ad615d794bdd5b99a277dc308a571117590010a8e223e,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000347.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000347.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000347.jsonl,180,19,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000347/figures_manifest.json,132397,94869122,,
full_2026-07-06__rec_000401,full_2026-07-06,rec_000401,A 5' UTR Language Model for Decoding Untranslated Regions of mRNA and Function Predictions.,10.1038/s42256-024-00823-9,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000401__A_5_UTR_Language_Model_for_Decoding_Untranslated_Regions_of_mRNA_and_F/full_text_09_europepmc_Europe_PMC.pdf,2592779,2830b959f9087c17c837ee226a98b70329b7cd6ea53ebc21e40f140d86401ae3,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000401.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000401.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000401.jsonl,84,12,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000401/figures_manifest.json,57121,31127943,,
full_2026-07-06__rec_000486,full_2026-07-06,rec_000486,HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution,10.48550/arXiv.2306.15794,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000486__HyenaDNA_Long-Range_Genomic_Sequence_Modeling_at_Single_Nucleotide_Res/full_text_01_arxiv_pdf.pdf,2415308,2f471549352ff571ac55faa80c8da453f9bf1ff5b01b6b87fa893457828e798c,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000486.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000486.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000486.jsonl,149,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000486/figures_manifest.json,98230,29313644,,
full_2026-07-06__rec_000534,full_2026-07-06,rec_000534,Deciphering microbial gene function using natural language processing.,10.1038/s41467-022-33397-4,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000534__Deciphering_microbial_gene_function_using_natural_language_processing./full_text_01_openalex_pdf_url.pdf,3161977,73fa611940bdbf5204efea4f74ae775835bb0011d8cdbd68851cc132889db34c,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000534.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000534.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000534.jsonl,98,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000534/figures_manifest.json,66566,22995668,,
full_2026-07-06__rec_000607,full_2026-07-06,rec_000607,Modeling aspects of the language of life through transfer-learning protein sequences.,10.1186/s12859-019-3220-8,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000607__Modeling_aspects_of_the_language_of_life_through_transfer-learning_pro/full_text_01_openalex_pdf_url.pdf,1729177,80e53b6a6700f05bd216748b9f3241ad0615de2821906e2681ec1da928cdad28,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000607.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000607.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000607.jsonl,125,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000607/figures_manifest.json,89444,28537884,,
full_2026-07-06__rec_000619,full_2026-07-06,rec_000619,Large-scale multi-omic biosequence transformers for modeling protein–nucleic acid interactions,10.1371/journal.pone.0341501,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000619__Large-scale_multi-omic_biosequence_transformers_for_modeling_protein_n/full_text_08_europepmc_Europe_PMC.pdf,3762342,321863ce79b4cb8eca350c479c6b5bf34a7854311f8127fa77cfeaf061e55bef,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000619.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000619.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000619.jsonl,135,29,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000619/figures_manifest.json,94553,38314570,,
full_2026-07-06__rec_000626,full_2026-07-06,rec_000626,Probing genomic language models: Nucleotide Generative Pretrained Transformer and the role of pretraining in learned representations,10.1093/bib/bbag011,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000626__Probing_genomic_language_models_Nucleotide_Generative_Pretrained_Trans/full_text_08_europepmc_Europe_PMC.pdf,1758080,15b05a2b2cd095c9d49b84aca75e4f9f8650a8aa62b4833a85f2dd103000e5e4,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000626.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000626.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000626.jsonl,129,4,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000626/figures_manifest.json,76141,24405901,,
full_2026-07-06__rec_000709,full_2026-07-06,rec_000709,Protein-nucleic acid language model-assisted design of precise and compact adenine base editor,10.1038/s41467-025-65311-z,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000709__Protein-nucleic_acid_language_model-assisted_design_of_precise_and_com/full_text_01_openalex_pdf_url.pdf,3322490,e03620cf5b690111f46de2101452d00f288f18fbcffb9c26dcd5578bf1b684c6,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000709.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000709.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000709.jsonl,100,15,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000709/figures_manifest.json,70142,42364958,,
full_2026-07-06__rec_000771,full_2026-07-06,rec_000771,"A multimodal conversational agent for DNA, RNA and protein tasks",10.1038/s42256-025-01047-1,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000771__A_multimodal_conversational_agent_for_DNA_RNA_and_protein_tasks/full_text_01_openalex_pdf_url.pdf,1929922,05b2a6f45ed228ae808e33bd371b922fff6595f2d80be7e11e0642b085dcdd55,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000771.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000771.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000771.jsonl,103,9,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000771/figures_manifest.json,76540,29632532,,
full_2026-07-06__rec_000822,full_2026-07-06,rec_000822,HydraRNA: a hybrid architecture based full-length RNA language model,10.1186/s13059-025-03853-7,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000822__HydraRNA_a_hybrid_architecture_based_full-length_RNA_language_model/full_text_01_openalex_pdf_url.pdf,2292793,b6464e7b5df75b883b9552bbbff3daca912b74dd253d0f410e2e15e3f6a2a615,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000822.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000822.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000822.jsonl,106,9,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000822/figures_manifest.json,69559,25835220,,
full_2026-07-06__rec_000843,full_2026-07-06,rec_000843,mRNA-LM: full-length integrated SLM for mRNA analysis,10.1093/nar/gkaf044,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000843__mRNA-LM_full-length_integrated_SLM_for_mRNA_analysis/full_text_09_europepmc_Europe_PMC.pdf,1660041,51d66303850e54296207df399c7edcc5d81b48f5796e6ab088aca6512f47ab64,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000843.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000843.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000843.jsonl,85,7,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000843/figures_manifest.json,61059,20203129,,
full_2026-07-06__rec_000867,full_2026-07-06,rec_000867,A long-context language model for deciphering and generating bacteriophage genomes,10.1038/s41467-024-53759-4,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000867__A_long-context_language_model_for_deciphering_and_generating_bacteriop/full_text_01_openalex_pdf_url.pdf,931097,68b9ba2d42e5743faf3fa6d46e08e1da600c52b9318be0c8d021999bca9aa04a,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000867.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000867.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000867.jsonl,65,3,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000867/figures_manifest.json,41182,14651395,,
full_2026-07-06__rec_000908,full_2026-07-06,rec_000908,DNA language model GROVER learns sequence context in the human genome,10.1038/s42256-024-00872-0,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000908__DNA_language_model_GROVER_learns_sequence_context_in_the_human_genome/full_text_01_openalex_pdf_url.pdf,3484612,d5167e832d023f5dcaa9f8415f01263bf29076f657b32a7f469906d41340e02b,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000908.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000908.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000908.jsonl,90,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000908/figures_manifest.json,60607,27869764,,
full_2026-07-06__rec_000915,full_2026-07-06,rec_000915,'Bingo' - a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data,10.1093/bib/bbad472,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000915__Bingo_-_a_large_language_model-_and_graph_neural_network-based_workflo/full_text_10_europepmc_Europe_PMC.pdf,1920816,3332e5087cf6221bcc995de07c2ff1507a9c89e32839177ba84a09ef7b39effe,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000915.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000915.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000915.jsonl,87,6,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000915/figures_manifest.json,58690,23312637,,
full_2026-07-06__rec_000939,full_2026-07-06,rec_000939,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures,10.1093/bib/bbae525,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000939__GexMolGen_cross-modal_generation_of_hit-like_molecules_via_large_langu/full_text_10_europepmc_Europe_PMC.pdf,1977638,53cb81b2e71631e4c2c4e63ee08219d96ab88d1c23b0fda807da678e06ae5c67,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000939.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000939.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000939.jsonl,88,7,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000939/figures_manifest.json,49456,18007572,,
full_2026-07-06__rec_000950,full_2026-07-06,rec_000950,Illuminating protein space with a programmable generative model,10.1038/s41586-023-06728-8,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000950__Illuminating_protein_space_with_a_programmable_generative_model/full_text_01_openalex_pdf_url.pdf,8449404,0f5f8dde81269db8b6ce534b31815091814c8c8c1d4a86d1e1e93930ef55c431,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_000950.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000950.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_000950.jsonl,70,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_000950/figures_manifest.json,54778,25817311,,
full_2026-07-06__rec_001074,full_2026-07-06,rec_001074,BioReason: Incentivizing Multimodal Biological Reasoning within a DNA-LLM Model,10.48550/arXiv.2505.23579,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_001074__BioReason_Incentivizing_Multimodal_Biological_Reasoning_within_a_DNA-L/full_text_01_arxiv_pdf.pdf,5108887,39ded784548345d94b112d018eedfeca6c2351e37127d49805b436e72e123fe1,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001074.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001074.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001074.jsonl,154,4,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001074/figures_manifest.json,94014,32431925,,
full_2026-07-06__rec_001126,full_2026-07-06,rec_001126,Language may be all omics needs: Harmonizing multimodal data for omics understanding with CellHermes,10.1101/2025.11.07.687322,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001126__Language_may_be_all_omics_needs_Harmonizing_multimodal_data_for_omics_/full_text_05_openalex_content_pdf.pdf,3283878,bea67b7405d50674b748c724a4ad412de7f3df58eba357b18e208ad54378637b,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001126.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001126.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001126.jsonl,98,5,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001126/figures_manifest.json,77634,43444398,,
full_2026-07-06__rec_001133,full_2026-07-06,rec_001133,Nona: A unifying multimodal masking framework for functional genomics,10.1101/2025.11.06.687036,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_001133__Nona_A_unifying_multimodal_masking_framework_for_functional_genomics/full_text_browser_biorxiv_2025.11.06.687036v2.pdf,3118042,bf94afc83651302ce6b58721ab0957929d8804d910e889738b642a7ca91a7bc0,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001133.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001133.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001133.jsonl,117,8,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001133/figures_manifest.json,84240,47633022,,
full_2026-07-06__rec_001143,full_2026-07-06,rec_001143,A Cross-Species Generative Cell Atlas Across 1.5 Billion Years of Evolution: The TranscriptFormer Single-cell Model,10.1101/2025.04.25.650731,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001143__A_Cross-Species_Generative_Cell_Atlas_Across_1.5_Billion_Years_of_Evol/full_text_05_openalex_content_pdf.pdf,5706090,f47ffe9fd682793862132c8c4cc93e7c15303a25ee7381f8224119b8cbe4b8ba,docling_ok,data/docling_include_no_vlm_2026-07-09/documents/full_2026_07_06_rec_001143.docling.json,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001143.md,data/docling_include_no_vlm_2026-07-09/chunks/full_2026_07_06_rec_001143.jsonl,133,10,data/docling_include_no_vlm_2026-07-09/figures/full_2026_07_06_rec_001143/figures_manifest.json,90232,47159816,,
