record_id,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
rec_000011,ViMST: vision transformer-based dual modality multi-task graph contrastive network for spatial transcriptomics microenvironments investigation.,10.1186/s12915-026-02676-7,EXCLUDE,EC2_no_text_component,none,adjudicator,"ViMST is a spatial transcriptomics multimodal framework using images, gene expression, and spatial coordinates. The abstract contains no text component and no foundation-model evidence.","“integrates gene expression, image features, and spatial coordinates”",EC2_no_text_component,none,EC3_not_generative,generative_status_unclear
rec_000012,"Trimodal, uncertainty-guided whole-slide framework for genome-scale spatial expression and image-only virtual perturbation in cancer cohorts.",10.1186/s13073-026-01713-y,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000013,AI-driven multi-omics deciphering of extrachromosomal circular DNA rescues hidden targets in colorectal cancer.,10.1186/s12964-026-03063-z,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000014,STAG: Biologically guided spatial transcriptomics prediction via hypergraph learning.,10.1016/j.media.2026.104206,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000015,Spotlight on challenges and novel methods in highly multiplexed tissue imaging-based spatial proteomics.,10.1186/s12967-026-08577-1,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000016,scCLIP: A contrastive masked-reconstruction framework for paired single-cell multi-omics integration.,10.1016/j.jbi.2026.105078,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC4_no_foundation_model_evidence,none
rec_000017,"Celldetective, an AI-enhanced image analysis tool for unraveling dynamic cell interactions.",10.7554/eLife.105302,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000018,High-resolution mri guided whole mouse brain neuronal cell type atlas using deep learning.,10.1038/s42003-026-10608-y,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000019,"Artificial intelligence in inflammatory bowel disease: From current evidence, clinical translation, and the road to precision medicine.",10.1097/CM9.0000000000004170,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000020,"Trends in Computational Metabolomics: A Perspective on Five Years of Software Development, Challenges, and Opportunities (2021-2025).",10.1021/acs.analchem.6c00361,EXCLUDE,benchmark_resource,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,benchmark_resource,none,benchmark_resource,none
rec_000021,Toward generalizable prediction of cancer signal using a cell-free DNA language model,10.1016/j.xcrm.2026.102866,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_substantive_text_bio_bridge,none,none,none
rec_000022,Artificial intelligence-driven drug discovery: a new era in therapeutic innovation,10.1016/j.bmc.2026.118671,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000023,"Nursing roles, competencies, and education in precision oncology: a scoping review",10.1016/j.eclinm.2026.104080,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000024,Multimodal artificial intelligence for diagnosis and prognosis in head and neck cancer: A systematic review,10.1007/s11042-026-21805-6,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000025,scDifformer: diffusion-based post-training for virtual cell modeling across large-scale single-cell data,10.1093/nar/gkag706,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000026,Causal intervention validation of gene regulatory signals in scGPT,10.1016/j.jbi.2026.105080,EXCLUDE,application_wrapper,none,adjudicator,This is a mechanistic validation/audit of scGPT rather than a new model. The abstract frames scGPT as an existing single-cell foundation model and evaluates its internal signals.,“single-cell foundation models such as scGPT” and “mechanistic-audit toolkit for biological foundation models”,none,paper_type_unclear,application_wrapper,none
rec_000027,Systematic contextual biases in SegmentNT potentially relevant to other nucleotide transformer models,10.1093/nar/gkag704,EXCLUDE,application_wrapper,none,adjudicator,"This is an analysis of an existing nucleotide transformer model’s biases, not a new generative model. The abstract focuses on prediction consistency and robustness around SegmentNT.","""SegmentNT results""; ""a model included with the Nucleotide Transformer""",none,paper_type_unclear,application_wrapper,none
rec_000028,GenAR: Next-scale autoregressive generation for spatial gene expression prediction,10.1016/j.media.2026.104232,EXCLUDE,EC4_no_foundation_model_evidence,foundation_model_evidence_unclear,adjudicator,"The title indicates a new autoregressive generation model for spatial gene expression, so this is a primary model paper with generative intent. No abstract is provided to establish foundation-model evidence.","""Next-scale autoregressive generation for spatial gene expression prediction""",none,text_component_unclear,EC4_no_foundation_model_evidence,foundation_model_evidence_unclear
rec_000029,"The malignant synapse: architecture, signal integration, and therapeutic vulnerabilities in glioma",10.1007/s13402-026-01252-z,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000030,Decoding cancer circulating transcriptomic signatures with language models,10.1038/s41467-026-74411-3,EXCLUDE,EC3_not_generative,none,adjudicator,"GeneLLM is described as a cfRNA-based large language model that processes nucleotide sequences for cancer classification. The abstract supports foundation-model wording, but not a clearly generative architecture.","""cfRNA-based large language model""; ""directly processes the nucleotide sequences""",none,none,EC3_not_generative,foundation_model_evidence_unclear
rec_000031,Disease Agnostic Pathway Subtyping Framework,10.5281/zenodo.21279842,EXCLUDE,application_wrapper,none,adjudicator,"This is a changelog for a pathway subtyping framework with wrappers and validation gates, not a model paper. The abstract explicitly frames it as packaging and interface work around existing foundation-model components.","""Foundation-Model Interface""; ""This is a packaging-only patch""",application_wrapper,none,benchmark_resource,none
rec_000032,Selaginella sellowii gene regulatory networks reveal distinct transcriptional strategies for dehydration stress and recovery,10.1038/s41598-026-59572-x,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000033,LYNX: a deep generative model for linking spatial dynamics and cell interactions in multimodal spatial data,10.64898/2026.07.09.737574,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
rec_000034,Robust Transcription Factor Binding Site Prediction and Explainability Using a Heterogeneous Mixture of Experts Architecture,10.3390/math14142489,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000035,Deciphering tuberculosis pathway mechanisms via graph neural networks and multimodal deep learning: a comprehensive AI-driven framework for precision medicine,10.3389/fphar.2026.1753893,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000036,Multimodal attention fusion: Integrating proteomics and body composition for longitudinal type 2 diabetes risk prediction,10.1016/j.engappai.2026.115678,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000037,AI in transplantation: levelling the playing field and raising the methodological standards,10.3389/ti.2026.17015,EXCLUDE,review_editorial,none,adjudicator,"This is an editorial about AI in transplantation and writing standards, not a primary model paper. It discusses generative tools and manuscript writing, but does not present a candidate model.","""AI in transplantation""; ""new editorial series""",review_editorial,none,review_editorial,none
rec_000038,"Artificial Intelligence for Identifying Tumor‐Reactive CD8 <sup>+</sup> T Cells: Biological Principles, Computational Advances, and Future Directions",10.1002/mdr2.70080,EXCLUDE,review_editorial,none,adjudicator,The abstract explicitly says this is a review of AI-driven tumor-reactive T-cell identification and future directions. It is discussion-focused and does not report a generative foundation model.,"""This review critically interrogates""; ""multimodal generative AI""",review_editorial,none,review_editorial,none
rec_000039,Lineage-Independent Structural Risk Detection in SARS- CoV-2 Spike Protein via Zero-Shot Protein Language Modeling,10.5281/zenodo.21381359,INCLUDE,none,none,adjudicator,"Primary paper on zero-shot protein language modeling for spike-risk scoring. The abstract explicitly names ESM-2 and masked-token likelihood ratios, supporting a substantive bio-language bridge and foundation-model use.","""applies the protein language model ESM-2""; ""masked-token log-likelihood ratios""",none,none,application_wrapper,none
rec_000040,Construction and validation of a phenotypic prediction model for bacterial gentamicin resistance using deep learning with gene sequences,10.1128/spectrum.01906-25,EXCLUDE,EC2_no_text_component,foundation_model_evidence_unclear,adjudicator,"This is a genome-sequence resistance predictor using DNABERT-2 and tokenization strategies, but the abstract does not support a substantive text component. Foundation-model status is not clearly established from the record.","""predict gentamicin resistance in Klebsiella pneumoniae directly from whole-genome sequences""; ""transformer-based deep learning model, DNABERT-2-117M""",EC2_no_text_component,none,application_wrapper,foundation_model_evidence_unclear
rec_000041,Lineage-Independent Structural Risk Detection in SARS- CoV-2 Spike Protein via Zero-Shot Protein Language Modeling,10.5281/zenodo.21381358,INCLUDE,none,none,adjudicator,"Primary paper on zero-shot protein language modeling for spike-risk scoring. The abstract explicitly names ESM-2 and masked-token likelihood ratios, supporting a substantive bio-language bridge and foundation-model use.",“applies the protein language model ESM-2” and “masked-token log-likelihood ratios”,none,none,application_wrapper,none
rec_000042,A co-measurement gap: no standard paradigm jointly tracks a felt valence signal and an independent viability endpoint under within-individual perturbation (position note),10.5281/zenodo.21427129,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000043,scWeave: A deep learning model that bidirectionally translates between gene expression and chromatin structure at single-cell resolution,10.64898/2026.07.13.738265,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
rec_000044,AI-Driven Diagnostics and Predictive Modeling: Transforming Clinical Decision-Making in Modern Medicine,10.5772/intechopen.1014563,EXCLUDE,review_editorial,text_bio_bridge_unclear,adjudicator,"Chapter-style overview of AI in medicine rather than an original model paper. It mentions LLMs and clinical AI broadly, but does not establish a primary text-bio model.",“This chapter examines how contemporary AI systems … and large language models”,review_editorial,text_bio_bridge_unclear,review_editorial,none
rec_000045,Editorial: Artificial intelligence in microbial and microscopic analysis,10.3389/fmicb.2026.1909573,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000046,Interpretable multimodal deep learning for time-resolved survival prediction after hepatocellular carcinoma resection,10.1038/s41746-026-03027-0,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000047,Editorial: AI-driven scientific discovery—transforming research across disciplines,10.3389/frai.2026.1908389,EXCLUDE,review_editorial,text_bio_bridge_unclear,adjudicator,"An editorial synthesis of multiple reviews and articles on AI-driven scientific discovery, including prompt engineering and biomedical applications. It is not an original generative model paper.",“Editorial: AI-driven scientific discovery—transforming research across disciplines” and “generative artificial intelligence chatbot prompt engineering”,review_editorial,text_bio_bridge_unclear,review_editorial,none
rec_000048,"AI-Driven Approaches for the Detection, Classification, and Surveillance of Viral Pathogens: Current Advances, Challenges, and Future Directions",10.3390/pathogens15070761,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000049,Expanding the scope of protein language modeling to protein-protein interactions with MSA Pairformer,10.1016/j.cell.2026.06.029,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000050,Longitudinal Multimodal Fusion of Neuroimaging and Genetics for the Prediction of Working Memory and Attention,10.57709/350,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000051,DeepPlaque: a scalable multimodal platform for Aβ pathology and cell analysis in Alzheimer’s disease,10.1038/s44321-026-00488-4,EXCLUDE,EC2_no_text_component,none,adjudicator,"DeepPlaque is an imaging/proteomics application for Aβ plaque classification, not a text-bio generative model. The abstract provides no text component.","""PlaqueNet"", a deep learning model for automated classification of Aβ plaque species""",EC2_no_text_component,none,application_wrapper,none
rec_000052,Editorial: Utilizing machine learning with phenotypic and genotypic data to enhance effective breeding in agricultural and horticultural crops,10.3389/fpls.2026.1869724,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000053,Interpretable prediction of DNA replication origins in S. cerevisiae using DNABERT and DNABERT-2,10.1186/s12859-026-06562-5,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000054,Artificial intelligence in the early diagnosis of prostate cancer: from multimodal imaging to liquid biopsy,10.3389/fonc.2026.1906810,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000055,A Systematic Review: Deep Learning for Analyzing Genomic Data to Discover Evolutionary Patterns,10.1155/sci5/4286814,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000056,A benchmark study of vision and pathology foundation models for computational pathology,10.1038/s41467-026-76004-6,EXCLUDE,benchmark_resource,generative_status_unclear,adjudicator,"The abstract is explicitly a benchmark of 32 pathology foundation models, not a new model paper. It includes vision-language models, but does not state whether the compared systems are generative.","""we benchmark 32 AI foundation models""; ""general vision-language models (VLM)""",benchmark_resource,none,benchmark_resource,generative_status_unclear
rec_000057,shinyDeepGxP: A user-friendly R Shiny app for Predicting Surface Protein Abundance from scRNA-seq Expression Using Deep Learning in Blood Cells,10.1093/bioadv/vbag203,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
rec_000058,Disease Agnostic Pathway Subtyping Framework,10.5281/zenodo.21566406,EXCLUDE,benchmark_resource,none,adjudicator,"This is a reproduction/validation framework package with clustering baselines and release notes, not a primary generative model paper. The abstract does not show any text-bio bridge or foundation-model evidence.","""Reproduction package""; ""framework for molecular patient stratification""; ""deep-learning clustering baselines DEC and VAE-GMM/VaDe""",benchmark_resource,none,benchmark_resource,generative_status_unclear
rec_000059,"A Theoretical Proposal for Ququart-Based QuantumComputing Architecture for Native Quaternary (A,T, G, C) Genomic Processing and De Novo GeneSynthesis",10.5281/zenodo.21605767,EXCLUDE,EC4_no_foundation_model_evidence,paper_type_unclear,adjudicator,"The abstract is a conceptual proposal for a ququart genomic architecture and QG-LLM, so it is generative in intent. It does not provide evidence of an implemented foundation model or broad pretraining, so it fails the foundation-model criterion.","""Quaternary Genomic Large Language Models (QG-LLM)""; ""de novo generation of synthetic gene sequences""; ""This conceptual paper proposes""",none,none,EC4_no_foundation_model_evidence,paper_type_unclear
rec_000060,"A Theoretical Proposal for Ququart-Based QuantumComputing Architecture for Native Quaternary (A,T, G, C) Genomic Processing and De Novo GeneSynthesis",10.5281/zenodo.21605766,EXCLUDE,EC4_no_foundation_model_evidence,paper_type_unclear,adjudicator,"This is the same theoretical QG-LLM proposal, with explicit generative-synthesis intent. The abstract still gives no evidence of a trained or transferable foundation model, only a conceptual architecture.","""Generative Genetics""; ""de novo generation of synthetic gene sequences""; ""This conceptual paper proposes""",none,none,EC4_no_foundation_model_evidence,paper_type_unclear
rec_000061,Deep learning as a bridge between sequencing-derived biological data and functional interpretation,10.1007/s44163-026-01739-6,EXCLUDE,review_editorial,none,adjudicator,The abstract explicitly says this is a narrative review summarizing deep learning architectures and applications. It does not present a new model or a substantive text-bio bridge.,"""In this narrative review, we summarize convolutional, recurrent, graph-based, generative, and transformer architectures""",review_editorial,none,review_editorial,none
rec_000062,From Automated ECG Interpretation to Multimodal Cardiovascular Intelligence: The Evolution of Artificial Intelligence in Cardiovascular Medicine,10.3390/medsci14040434,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000063,Early Detection Methods for Autism Spectrum Disorder: From Clinical Screening to Multimodal AI,10.3390/diagnostics16152376,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000064,Artificial Intelligence and Genomic Data Analysis: New Frontiers in Precision Medicine,10.3390/ijms27156755,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000065,"Editorial: Methods for imaging and omics data science: advances, applications, and spatiotemporal innovations",10.3389/fgene.2026.1922890,EXCLUDE,review_editorial,none,adjudicator,"The abstract is an editorial for a research topic, not a primary model paper. It discusses foundation models in the field, but does not present a specific generative model or text-bio bridge.","""Editorial""; ""foundation models and multimodal artificial intelligence""; ""This collection is the third and concluding installment""",review_editorial,none,review_editorial,generative_status_unclear
rec_000066,Artificial intelligence in peptide cancer vaccine design: from neoantigen discovery to immunogenicity prediction,10.3389/fgene.2026.1875066,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000067,xDecoder unlocks the potential of genomic foundation models for few-shot personal gene expression prediction,10.1038/s44320-026-00238-1,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
rec_000068,Deep Learning-Based Prediction of Antimicrobial Resistance,10.1051/itmconf/20268801020/pdf,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000069,Self-evolving artificial intelligence virtual cells: A closed-loop system from multi-scale modeling to biomedical applications,10.65457/cmjbm-2026-0006,EXCLUDE,review_editorial,none,adjudicator,"A conceptual review/editorial on AI virtual cells, not a primary model paper. It explicitly links generative biomedical agents and large language models to closed-loop cell modeling.","""with the introduction of generative biomedical agents"" and ""leveraging the logical reasoning capabilities of large language models""",review_editorial,none,review_editorial,mixed_signals
rec_000070,Bridging agronomic science and context specific farm-level advisory through generative AI for rice systems in India,10.3389/frai.2026.1808028,EXCLUDE,review_editorial,none,adjudicator,"This is a critical review of generative AI for rice advisory systems, not a new model report. The abstract centers on LLM-based advisory frameworks, knowledge graphs, and foundation models.","""The paper critically reviewed the rise of crop-specific LLM agro-advisory model architectures"" and ""dynamic foundation models""",review_editorial,none,review_editorial,mixed_signals
rec_000071,Artificial intelligence in rare neurological diseases: a scoping review of the evidence landscape and framework for foundation model integration,10.1186/s41983-026-01208-y,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000072,MGS-HCT enables resistance gene discovery and functional sequence design in forest trees,10.1186/s12896-026-01205-2,EXCLUDE,EC4_no_foundation_model_evidence,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC4_no_foundation_model_evidence,none
rec_000073,AI without representation is just inequity at scale: on the exportation of unrepresentative artificial intelligence models to the Global South,10.3389/frai.2026.1894116,EXCLUDE,review_editorial,none,adjudicator,"This is an argumentative review/editorial about representation and inequity in AI deployment, not a primary biomedical model paper. Clinical and language-generation examples are used only illustratively, without a substantive text-bio bridge.","""clinical classification, and language generation"" are discussed as examples within a broader argument about representation",review_editorial,text_bio_bridge_unclear,review_editorial,none
rec_000074,Uncertainty-Aware Risk Stratification in Pediatric Low-Grade Glioma Using Multimodal Data,10.3174/ajnr.A9550,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000075,Editorial: Artificial intelligence in multi-omics: advancing tumor metastasis prediction and mechanism analysis,10.3389/fcell.2026.1924805,EXCLUDE,review_editorial,none,adjudicator,"This is an editorial overview of AI in multi-omics and tumor metastasis, not a primary model paper. It mentions biological foundation models, but the abstract does not describe a generative text-bio system.","""Editorial"" and ""the emergence of biological foundation models"" such as scGPT, Geneformer, and BioBERT",review_editorial,none,review_editorial,none
rec_000076,Miniaturizing and modifying natural proteins with Raygun,10.1038/s41586-026-10842-8,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
rec_000077,Characterizing the Clinical Impact of Tumor Ecosystem Architectures,10.5167/uzh-435305,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
rec_000078,From subjective assessment to data-driven diagnosis: the AI revolution in multimodal early detection of Sjögren’s disease,10.3389/fimmu.2026.1792331,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000079,"Advancing healthcare with generative AI and large language models: a systematic review of applications in medical imaging, patient communication, and global innovation",10.1016/j.ceh.2026.07.002,EXCLUDE,review_editorial,none,adjudicator,"This is a systematic review of healthcare applications of GAI, LLMs, and GVMs, not a new model paper. The abstract explicitly synthesizes text-based and biomedical applications across imaging, communication, and research.","""we conducted a systematic literature review"" and discusses ""Large language models (LLMs), Generative AI (GAI)"" plus biomedical applications",review_editorial,none,review_editorial,none
rec_000080,UniTCM: A computational reverse pharmacology framework for decoding formula–disease interactions in Traditional Chinese Medicine,10.5281/zenodo.21711676,EXCLUDE,benchmark_resource,none,adjudicator,"UniTCM is a web-based resource/platform that integrates ontology, datasets, and analytical tools rather than proposing a generative model. The LLM use appears limited to a support pipeline within the platform.","""a comprehensive web-based platform"" and ""LLM-assisted pipeline"" for dosage normalization",benchmark_resource,none,application_wrapper,none
rec_000081,UniTCM: A computational reverse pharmacology framework for decoding formula–disease interactions in Traditional Chinese Medicine,10.5281/zenodo.21711675,EXCLUDE,benchmark_resource,none,adjudicator,"This is a web-based curated platform/resource for TCM data and analysis, not a primary model paper. It includes bilingual terminology and an LLM-assisted normalization pipeline, but no foundation-model development is described.","""web-based platform""; ""Bilingual TCM Corpus""; ""LLM-assisted pipeline""",benchmark_resource,none,application_wrapper,none
rec_000082,Unify learns cellular evolution with universal multimodal embeddings,10.1038/s41467-026-76230-y,UNCERTAIN,none,mixed_signals,adjudicator,Unify is presented as a transfer-learning framework for cross-species single-cell embeddings. The abstract explicitly combines scRNA-seq with protein language model and general-purpose language model embeddings.,"""combining RNA expression with embeddings from protein language models and general-purpose language models""",none,none,none,none
rec_000083,Advances in single-cell and spatial multi-omics for plant development and stress responses,10.1016/j.pld.2026.07.015,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
rec_000084,A generative AI multi-agent framework with integrated XAI governance for cancer diagnostics: from multi-omics interpretation to lifestyle risk stratification,10.3389/fsysb.2026.1892418,EXCLUDE,review_editorial,none,adjudicator,This is a review that proposes a conceptual framework rather than reporting a new model. The abstract explicitly describes GenAI-powered agents with a large language model as the computational backbone.,"""This review aimed to""; ""propose a conceptual framework""; ""large language model as the computational backbone""",review_editorial,none,review_editorial,foundation_model_evidence_unclear
