route_id,record_id,model_id,configuration_id,disposition,changed_fields,confidence,rationale
route_ba110b719918,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5c2cee1633c3,revise_fields,"['carrier_family', 'carrier_subtype', 'evidence_quote', 'evidence_status', 'fusion_topology', 'insertion_or_fusion_verbatim', 'lifecycle_phase', 'model_visible_form_verbatim', 'section_heading', 'source_modality_normalized', 'source_object_normalized', 'source_object_verbatim', 'supporting_figure_or_table', 'task_or_configuration_verbatim', 'text_role', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",high,GtoP is explicitly shown in Figure 1c and is described in the caption as one of the databases whose protein-phenotype description pairs were curated into instruction examples. It should be coded the same way as the sibling source labels.
route_7d3bbc8ca354,full_2026-07-06__rec_000086,model_f8e766fddf66,config_7bae17ec6575,revise_fields,"['carrier_family', 'carrier_subtype', 'evidence_quote', 'evidence_status', 'fusion_topology', 'insertion_or_fusion_verbatim', 'lifecycle_phase', 'model_visible_form_verbatim', 'section_heading', 'source_modality_normalized', 'source_object_normalized', 'source_object_verbatim', 'supporting_figure_or_table', 'task_or_configuration_verbatim', 'text_role', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",high,"Drugbank Transporter is likewise one of the Figure 1c source labels curated into PROCYON-INSTRUCT. Using the same criterion as the sibling routes, it is a valid source-to-model fine-tuning route."
route_67d60756e8b4,full_2026-07-06__rec_000086,model_f8e766fddf66,config_06361596bc98,revise_fields,"['carrier_family', 'carrier_subtype', 'evidence_quote', 'evidence_status', 'fusion_topology', 'insertion_or_fusion_verbatim', 'lifecycle_phase', 'model_visible_form_verbatim', 'section_heading', 'source_modality_normalized', 'source_object_normalized', 'source_object_verbatim', 'supporting_figure_or_table', 'task_or_configuration_verbatim', 'text_role', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",high,Drugbank Target appears as a PROCYON-INSTRUCT source label in Figure 1c and is explicitly covered by the caption's statement that the pairs were curated into instruction tuning examples. That supports a distinct fine-tuning route.
route_7b76d04a0605,full_2026-07-06__rec_000086,model_f8e766fddf66,config_991a56245b75,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology', 'model_visible_form_verbatim', 'section_heading', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",high,"The UniProt source is explicit, and the paper clearly describes converting protein-phenotype pairs into instruction-tuning examples. The narrow correction is to recode the model-visible form as a structured text prompt scaffold rather than a serialized biological profile."
route_17d54e15b5c5,full_2026-07-06__rec_000086,model_f8e766fddf66,config_991a56245b75,revise_fields,"['carrier_subtype', 'evidence_quote', 'evidence_status', 'fusion_topology', 'model_visible_form_verbatim', 'section_heading', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",high,"The paper supports a text-native instruction scaffold derived from protein-phenotype pairs, but not a serialized-profile subtype. The correct route is the fine-tuning instruction example, with prompt templating as the fusion mechanism."
route_6ea7a3e5f9c4,full_2026-07-06__rec_000086,model_f8e766fddf66,config_991a56245b75,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology', 'model_visible_form_verbatim', 'section_heading', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",medium,"The dataset source and instruction-tuning construction are explicit. The route is better coded as a structured prompt scaffold, not a serialized biological profile."
route_935a12c569e2,full_2026-07-06__rec_000086,model_f8e766fddf66,config_991a56245b75,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology', 'model_visible_form_verbatim', 'section_heading', 'task_or_configuration_verbatim', 'uncertainty']",medium,"OMIM is one of the PROCYON-INSTRUCT source databases in Figure 1c, and the paper states that each protein-phenotype pair is turned into an instruction-tuning example. The main correction is to align the model-visible form and fusion coding with the explicit instruction-template interface rather than a serialized-profile reading."
route_010f2669b2a2,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5cc6d5f156ab,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_51fc1b08e24b,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5cc6d5f156ab,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_3d1f794c8397,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5cc6d5f156ab,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_0b1b43567b95,full_2026-07-06__rec_000086,model_f8e766fddf66,config_c81d5d1f9649,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_67104b9f17d9,full_2026-07-06__rec_000086,model_f8e766fddf66,config_0f578b47e332,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology', 'section_heading', 'transformation_chain_normalized', 'transformation_chain_verbatim']",medium,"The benchmark route is real, but the paper supports a direct projected protein embedding aligned in a shared latent space, not a pooled embedding. The route stays intact; only the carrier subtype, fusion topology, transformation chain, evidence quote, and section heading need narrowing."
route_45c11f118d39,full_2026-07-06__rec_000086,model_f8e766fddf66,config_fd6d26b9af6e,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology', 'section_heading', 'transformation_chain_normalized', 'transformation_chain_verbatim']",medium,"The benchmark route is real, but the paper supports a direct projected protein embedding aligned in a shared latent space, not a pooled embedding. The route stays intact; only the carrier subtype, fusion topology, transformation chain, evidence quote, and section heading need narrowing."
route_058ac010dea2,full_2026-07-06__rec_000086,model_f8e766fddf66,config_dee28cec603c,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology', 'insertion_or_fusion_verbatim', 'section_heading', 'text_role', 'uncertainty']",medium,"The paper supports a dense latent-space retrieval route for the drug-protein interaction benchmark, but the prior pooled subtype and metadata-style role were too specific and not aligned with the architecture. This is a connector-mediated shared-latent-space retrieval input route in evaluation."
route_23a47183c915,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5f87d2b37166,revise_fields,"['evidence_quote', 'insertion_or_fusion_verbatim', 'section_heading', 'source_object_normalized', 'source_object_verbatim']",high,The paper explicitly defines many-shot phenotypes as part of the PROCYON-INSTRUCT split scheme and uses them in Figure 2c. I corrected the canonical hyphenation and the section heading to the Results section; the route itself is real and retained.
route_1372c917a03e,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5f87d2b37166,revise_fields,"['evidence_quote', 'fusion_topology', 'section_heading', 'transformation_chain_normalized', 'transformation_chain_verbatim', 'uncertainty']",medium,"The split-evaluation route is explicit, but the prior tokenizer-sequence topology overstated the paper. The route is a text-native instruction scaffold evaluated under the few-shot subset of PROCYON-INSTRUCT."
route_205dede67b6c,full_2026-07-06__rec_000086,model_f8e766fddf66,config_5f87d2b37166,revise_fields,"['evidence_quote', 'insertion_or_fusion_verbatim', 'section_heading', 'source_object_normalized', 'source_object_verbatim']",high,The paper explicitly defines zero-shot phenotypes as a PROCYON-INSTRUCT split and evaluates them in Figure 2c. I corrected the canonical hyphenation and the section heading to the Results section; the route itself is real and retained.
route_151e451d06e7,full_2026-07-06__rec_000086,model_f8e766fddf66,config_242b4563b4b5,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_5586550693cf,full_2026-07-06__rec_000086,model_f8e766fddf66,config_d8d53784b84e,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_6b0e6e9a158c,full_2026-07-06__rec_000086,model_f8e766fddf66,config_2a0fd9641f9f,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_daf657937cea,full_2026-07-06__rec_000086,model_f8e766fddf66,config_2a0fd9641f9f,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_d5fcb8c41818,full_2026-07-06__rec_000086,model_f8e766fddf66,config_7612559b9f05,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_a141e53f4d01,full_2026-07-06__rec_000086,model_f8e766fddf66,config_2b2272ce78af,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_f42fa0ac09e5,full_2026-07-06__rec_000086,model_f8e766fddf66,config_404ae1a44c21,revise_fields,['source_modality_normalized'],medium,"The therapeutics route is established. The narrow correction is the source modality, which should reflect a protein-plus-small-molecule association rather than text."
route_78cbb264c279,full_2026-07-06__rec_000086,model_f8e766fddf66,config_404ae1a44c21,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_e03e955f25bb,full_2026-07-06__rec_000086,model_f8e766fddf66,config_404ae1a44c21,revise_fields,['source_modality_normalized'],medium,"The route is real and the text scaffold is supported. The only narrow correction is the source modality: this route concerns protein interactions, not plain text."
route_4b1ea824da6c,full_2026-07-06__rec_000086,model_b1f724b128da,config_72c35ec819bd,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_7cb2dbf173a7,full_2026-07-06__rec_000090,model_79e042109d33,config_7de8c496a60a,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_92e25ae511ab,full_2026-07-06__rec_000090,model_79e042109d33,config_b4dd8cadb16d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_5000a33edeb7,full_2026-07-06__rec_000090,model_79e042109d33,config_93a6487f7864,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_38607301656a,full_2026-07-06__rec_000090,model_79e042109d33,config_328922eb081f,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_cba015cfd76f,full_2026-07-06__rec_000090,model_79e042109d33,config_f70f0e040253,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_8b224797b192,full_2026-07-06__rec_000090,model_79e042109d33,config_9c070c42984b,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_26c7508ccc65,full_2026-07-06__rec_000090,model_79e042109d33,config_2c9d4bb1b06f,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_6c6756ff33b1,full_2026-07-06__rec_000090,model_79e042109d33,config_e101a68fa73e,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_ade35c66eb40,full_2026-07-06__rec_000090,model_79e042109d33,config_e995b9f3ef6c,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_6054e5a31b07,full_2026-07-06__rec_000090,model_79e042109d33,config_02f830343904,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_d1fbf31866b4,full_2026-07-06__rec_000090,model_79e042109d33,config_76990fdf8f04,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_4890ce7d64b4,full_2026-07-06__rec_000090,model_79e042109d33,config_aa6fd5dcdc8b,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_d09976e7764b,full_2026-07-06__rec_000090,model_79e042109d33,config_83d6ff91fa18,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_1862ed4360b8,full_2026-07-06__rec_000090,model_79e042109d33,config_6a4092dc936d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_b13affe14b84,full_2026-07-06__rec_000090,model_9ead93555f87,config_a4393294c22e,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_12e86a771664,full_2026-07-06__rec_000771,model_6f7f8cee95d1,config_3b68c196f02e,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_9fe977bd9211,full_2026-07-06__rec_000771,model_6f7f8cee95d1,config_addd7d464405,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_3c3a5f5b5f89,full_2026-07-06__rec_000771,model_6f7f8cee95d1,config_c9d5acdde76d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_0e6d44b44412,full_2026-07-06__rec_000771,model_6f7f8cee95d1,config_63fbe9cc1710,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_23ef5a05a115,full_2026-07-06__rec_000827,model_073c1a9ed6a3,config_6f1ccbd9e068,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_f379828f3729,full_2026-07-06__rec_000827,model_f1bf6497dcf0,config_8786848df489,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_9c9472f8e7e2,full_2026-07-06__rec_000827,model_f1bf6497dcf0,config_8786848df489,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_18f89518c544,full_2026-07-06__rec_000827,model_f1bf6497dcf0,config_26dea27b9f22,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_bb26511b84b2,full_2026-07-06__rec_000827,model_f1bf6497dcf0,config_26dea27b9f22,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_98786d109e18,full_2026-07-06__rec_000827,model_f1bf6497dcf0,config_f655c388e39b,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_d9f23aaa6ac4,full_2026-07-06__rec_000827,model_f1bf6497dcf0,config_f655c388e39b,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_7fa24c55923f,full_2026-07-06__rec_000827,model_36c6451d1b55,config_c6cff05cc790,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_5d1c44891b0e,full_2026-07-06__rec_000827,model_36c6451d1b55,config_b184b153cb13,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_aeb5e2abdcbf,full_2026-07-06__rec_000827,model_2b474a3814ef,config_b7484e645621,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_74816136a511,full_2026-07-06__rec_000827,model_2b474a3814ef,config_7538ed7a00b0,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_e0daee322d2c,full_2026-07-06__rec_000827,model_2b474a3814ef,config_7538ed7a00b0,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_7961776cdf5d,full_2026-07-06__rec_000827,model_2b474a3814ef,config_7538ed7a00b0,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_b48c4af698c6,full_2026-07-06__rec_000950,model_efc702564a41,config_e2bcf5a460d6,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_a46c8a9da4a4,full_2026-07-06__rec_000950,model_efc702564a41,config_ec3c84fcc42d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_7776f0a5da8d,full_2026-07-06__rec_000950,model_efc702564a41,config_aebdbb7ff9dc,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_dde3a4ff2302,full_2026-07-06__rec_000950,model_efc702564a41,config_30285285de77,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_f1dd746f351d,full_2026-07-06__rec_000950,model_efc702564a41,config_820acd84f1ef,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_a9ab693f3f0f,full_2026-07-06__rec_000950,model_efc702564a41,config_346ccf310ac1,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_ab0d8afb5c61,full_2026-07-06__rec_000950,model_efc702564a41,config_f51a8a28c295,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_ccd3934eda3c,full_2026-07-06__rec_000950,model_efc702564a41,config_9362de33af21,revise_fields,['evidence_quote'],high,"The paper explicitly establishes a distinct fold-class conditioning route for Chroma, with sampling conditioners that bias generation and classifier probabilities improving under conditioning. The current analytical coding already matches the mechanism described in the paper, including the symbolic structural-constraint subtype."
route_1ea651fde5b6,full_2026-07-06__rec_000950,model_efc702564a41,config_55a3906cbcaa,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_159cdd15d900,full_2026-07-06__rec_000950,model_efc702564a41,config_fe83bf7f4ba9,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_db75cb3b4b73,full_2026-07-06__rec_000950,model_efc702564a41,config_d351e036e129,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_5a806a5a73a1,full_2026-07-06__rec_000950,model_efc702564a41,config_d351e036e129,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_6b88a24df658,full_2026-07-06__rec_001074,model_9d05ddb97916,config_9cb0e556b0e9,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_63d3232eb95a,full_2026-07-06__rec_001074,model_9d05ddb97916,config_9cb0e556b0e9,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_9f2e4378ab4e,full_2026-07-06__rec_001074,model_9d05ddb97916,config_ab760363a2a6,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_f1557c915aec,full_2026-07-06__rec_001074,model_9d05ddb97916,config_ab760363a2a6,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_909fab50c354,full_2026-07-06__rec_001074,model_9d05ddb97916,config_b328edf6e110,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_d16851ea3c52,full_2026-07-06__rec_001074,model_9d05ddb97916,config_b328edf6e110,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_1945b7def38e,full_2026-07-06__rec_001074,model_9d05ddb97916,config_0e1cf756a45e,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_0bb6ee8832aa,full_2026-07-06__rec_001074,model_0e0c28b60ee7,config_bee4b50ef6b8,revise_fields,['fusion_topology'],high,"The route is real and the prompt/source/input fields are grounded. The only correction needed is the fusion topology: the paper shows a direct case-study question/prompt with inserted PFN1/pathway text, but it does not support the prior tokenizer-sequence label. I mapped that to the narrow supported prompt-style fusion instead."
route_4f41a9d21678,full_2026-07-06__rec_001126,model_c0a097206f2c,config_1b70a9ab19ec,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_ff6373f5dec8,full_2026-07-06__rec_001126,model_c0a097206f2c,config_e59ac3481d1d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_392326cd1a03,full_2026-07-06__rec_001126,model_c0a097206f2c,config_5b163fc754a4,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_93a958aa7b2a,full_2026-07-06__rec_001126,model_c0a097206f2c,config_9375a57b2eac,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_c2c95046be4c,full_2026-07-06__rec_001126,model_c0a097206f2c,config_cecac222d356,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_6c8f21176e6c,full_2026-07-06__rec_001126,model_c0a097206f2c,config_d01cbb37c601,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_25b99cf078be,full_2026-07-06__rec_001126,model_c0a097206f2c,config_1ab1af327eb6,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_0edf23432715,full_2026-07-06__rec_001126,model_c0a097206f2c,config_3402b100d775,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_ccfc70eb3ae8,full_2026-07-06__rec_001126,model_c0a097206f2c,config_8ef7057c2b5c,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_95763cec2e30,full_2026-07-06__rec_001126,model_c0a097206f2c,config_738a40ebc45e,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_038e564e42f0,full_2026-07-06__rec_001126,model_c0a097206f2c,config_26aa01d602cb,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_8f43e17eb0ce,full_2026-07-06__rec_001126,model_c0a097206f2c,config_9b3859ba3b80,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_499c67ed1380,full_2026-07-06__rec_001126,model_c0a097206f2c,config_058714fbf0fa,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_26c3e6a61748,full_2026-07-06__rec_001126,model_c0a097206f2c,config_2c546774b81a,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_1dc4de8f3ba0,full_2026-07-06__rec_001187,model_860d9511b312,config_c7963bc5af93,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_3a1dcc4d9cc9,full_2026-07-06__rec_001187,model_860d9511b312,config_6ff062e9843d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_fecdaf390901,full_2026-07-06__rec_001187,model_860d9511b312,config_a99ce089fff2,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_c4cbe3c8fb77,full_2026-07-06__rec_001187,model_860d9511b312,config_36b6865a6803,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_1e37d80b54f4,full_2026-07-06__rec_001187,model_860d9511b312,config_a61df29bcbc9,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_88869c561134,full_2026-07-06__rec_001187,model_860d9511b312,config_a61df29bcbc9,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_14d49b87f50f,full_2026-07-06__rec_001187,model_860d9511b312,config_5626f90cf2cb,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_42e13a712e55,full_2026-07-06__rec_001187,model_860d9511b312,config_50ebb50f276d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_4ea7d2fffd2b,full_2026-07-06__rec_001187,model_860d9511b312,config_ce9056ba8d22,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_eb4d5b439c28,full_2026-07-06__rec_001187,model_860d9511b312,config_c6fab3de6829,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_6ef939c09098,full_2026-07-06__rec_001187,model_860d9511b312,config_e406945de0fc,revise_fields,"['carrier_subtype', 'evidence_quote', 'fusion_topology']",high,"The route is real and remains an evaluation route grounded in explicit text. The paper supports per-gene P3GPT embeddings feeding binary GO-term classifiers, but not the pooled subtype. The fusion label is narrowed away from the prior generic value to reflect the explicit downstream classifier setup."
route_acbc9f71b368,full_2026-07-06__rec_001187,model_0dc740f11cc3,config_8700f9c1c72d,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_9ee2a23f3bb4,full_2026-07-06__rec_001187,model_860d9511b312,config_28a9a7d267af,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_68c5a50f865a,full_2026-07-06__rec_001200,model_d3d6352d5bcb,config_ca8e89be6fba,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_1df4fd7ee33b,full_2026-07-06__rec_001200,model_d3d6352d5bcb,config_4ff6c3f2b5bd,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_b63107a7a758,full_2026-07-06__rec_001200,model_d3d6352d5bcb,config_4ff6c3f2b5bd,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_e3362f03567b,full_2026-07-06__rec_001200,model_d3d6352d5bcb,config_e87a089c0b5c,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_5de733be5449,full_2026-07-06__rec_001200,model_d3d6352d5bcb,config_4f143b5265d5,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
route_c75010de41e1,full_2026-07-06__rec_001200,model_d3d6352d5bcb,config_e01a80179e5c,unchanged_outside_f6_correction_population,[],not_applicable,Outside the frozen correction population.
