record_id,source_record_id,source_corpus,title,doi,docling_status,context_status,markdown,selected_section_count,selected_sections_json
full_2026-07-06__rec_000323,rec_000323,include,L2G: Repurposing Language Models for Genomics Tasks.,10.1101/2024.12.09.627422,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000323.md,6,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 4, ""line_start"": 11, ""line_end"": 16, ""original_chars"": 1949}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 17, ""line_end"": 32, ""original_chars"": 4580}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 187, ""line_end"": 202, ""original_chars"": 4793}, {""section_type"": ""data_representation"", ""heading"": ""Architecture A"", ""heading_level"": 4, ""line_start"": 81, ""line_end"": 86, ""original_chars"": 1030}, {""section_type"": ""data_representation"", ""heading"": ""Neural Architecture Search"", ""heading_level"": 4, ""line_start"": 101, ""line_end"": 110, ""original_chars"": 2065}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 33, ""line_end"": 126, ""original_chars"": 15685}]"
full_2026-07-06__rec_000329,rec_000329,include,RNA language models predict mutations that improve RNA function.,10.1038/s41467-024-54812-y,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000329.md,3,"[{""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 131, ""line_end"": 140, ""original_chars"": 8995}, {""section_type"": ""data_representation"", ""heading"": ""Building RNA sequence datasets from GTDB genomes"", ""heading_level"": 4, ""line_start"": 39, ""line_end"": 44, ""original_chars"": 2784}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 141, ""line_end"": 230, ""original_chars"": 32626}]"
full_2026-07-06__rec_000347,rec_000347,include,Protein Set Transformer: A protein-based genome language model to power high diversity viromics.,10.21203/rs.3.rs-4844047/v1,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000347.md,6,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 7, ""line_start"": 55, ""line_end"": 58, ""original_chars"": 1120}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 7, ""line_start"": 59, ""line_end"": 96, ""original_chars"": 4327}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 7, ""line_start"": 377, ""line_end"": 458, ""original_chars"": 7144}, {""section_type"": ""data_representation"", ""heading"": ""Online Methods Viral genome datasets"", ""heading_level"": 7, ""line_start"": 477, ""line_end"": 484, ""original_chars"": 2713}, {""section_type"": ""data_representation"", ""heading"": ""Host prediction training and test datasets"", ""heading_level"": 7, ""line_start"": 1340, ""line_end"": 1347, ""original_chars"": 2096}, {""section_type"": ""data_representation"", ""heading"": ""The Protein Set Transformer model architecture"", ""heading_level"": 7, ""line_start"": 489, ""line_end"": 623, ""original_chars"": 6651}]"
full_2026-07-06__rec_000401,rec_000401,include,A 5' UTR Language Model for Decoding Untranslated Regions of mRNA and Function Predictions.,10.1038/s42256-024-00823-9,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000401.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 25, ""line_end"": 56, ""original_chars"": 5907}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 2, ""line_start"": 113, ""line_end"": 126, ""original_chars"": 3338}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 3, ""line_start"": 123, ""line_end"": 126, ""original_chars"": 402}, {""section_type"": ""data_representation"", ""heading"": ""Architecture and pre-training of UTR-LM"", ""heading_level"": 3, ""line_start"": 145, ""line_end"": 166, ""original_chars"": 3305}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 2, ""line_start"": 127, ""line_end"": 228, ""original_chars"": 16094}]"
full_2026-07-06__rec_000486,rec_000486,include,HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution,10.48550/arXiv.2306.15794,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000486.md,3,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 6, ""line_start"": 9, ""line_end"": 12, ""original_chars"": 2291}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 13, ""line_end"": 46, ""original_chars"": 8085}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 243, ""line_end"": 379, ""original_chars"": 19923}]"
full_2026-07-06__rec_000534,rec_000534,include,Deciphering microbial gene function using natural language processing.,10.1038/s41467-022-33397-4,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000534.md,5,"[{""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 109, ""line_end"": 122, ""original_chars"": 6282}, {""section_type"": ""data_representation"", ""heading"": ""Genomic corpus compilation"", ""heading_level"": 4, ""line_start"": 35, ""line_end"": 38, ""original_chars"": 1629}, {""section_type"": ""data_representation"", ""heading"": ""Dataset compilation and initial gene annotation"", ""heading_level"": 4, ""line_start"": 125, ""line_end"": 130, ""original_chars"": 2141}, {""section_type"": ""data_representation"", ""heading"": ""Corpus generation"", ""heading_level"": 4, ""line_start"": 131, ""line_end"": 138, ""original_chars"": 2522}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 123, ""line_end"": 194, ""original_chars"": 15800}]"
full_2026-07-06__rec_000607,rec_000607,include,Modeling aspects of the language of life through transfer-learning protein sequences.,10.1186/s12859-019-3220-8,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000607.md,5,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 2, ""line_start"": 11, ""line_end"": 131, ""original_chars"": 23199}, {""section_type"": ""introduction"", ""heading"": ""Background"", ""heading_level"": 3, ""line_start"": 33, ""line_end"": 46, ""original_chars"": 7150}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 2, ""line_start"": 158, ""line_end"": 189, ""original_chars"": 12100}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 3, ""line_start"": 184, ""line_end"": 189, ""original_chars"": 1882}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 2, ""line_start"": 190, ""line_end"": 237, ""original_chars"": 20476}]"
full_2026-07-06__rec_000619,rec_000619,include,Large-scale multi-omic biosequence transformers for modeling protein–nucleic acid interactions,10.1371/journal.pone.0341501,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000619.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 38, ""line_end"": 425, ""original_chars"": 72723}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 4, ""line_start"": 66, ""line_end"": 81, ""original_chars"": 4652}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 4, ""line_start"": 286, ""line_end"": 311, ""original_chars"": 8099}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusions"", ""heading_level"": 4, ""line_start"": 312, ""line_end"": 319, ""original_chars"": 1716}, {""section_type"": ""data_representation"", ""heading"": ""Training data"", ""heading_level"": 5, ""line_start"": 126, ""line_end"": 131, ""original_chars"": 1577}, {""section_type"": ""data_representation"", ""heading"": ""Architecture and training"", ""heading_level"": 5, ""line_start"": 132, ""line_end"": 139, ""original_chars"": 2647}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 4, ""line_start"": 94, ""line_end"": 241, ""original_chars"": 35787}]"
full_2026-07-06__rec_000626,rec_000626,include,Probing genomic language models: Nucleotide Generative Pretrained Transformer and the role of pretraining in learned representations,10.1093/bib/bbag011,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000626.md,4,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 13, ""line_end"": 38, ""original_chars"": 7065}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 231, ""line_end"": 252, ""original_chars"": 10038}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 4, ""line_start"": 255, ""line_end"": 262, ""original_chars"": 2497}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 253, ""line_end"": 387, ""original_chars"": 11127}]"
full_2026-07-06__rec_000709,rec_000709,include,Protein-nucleic acid language model-assisted design of precise and compact adenine base editor,10.1038/s41467-025-65311-z,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000709.md,1,"[{""section_type"": ""data_representation"", ""heading"": ""Screening of precise and compact ABEs via PNLM Using our constructed PNLM model, we explored using PNLM for further engineering TadA-8e proteins. We fine-tuned the PNLM with our curated TadA-8e variant dataset. We utilized the PNLM to generate 150 TadA-8elike sequences, including 39 insertion, 73 mutation, and 38 truncated variants (Fig. 2a and Supplementary Data 1). During the fine-tuning process, we observed that incorporating nucleic acid and editing position information, compared to only using protein sequences, led to a reduction in the model's fine-tuning loss (Fig. 2b). We used ESM-1v 26 to predict the transformed log-likelihood of all generated sequences and PNLM has higher conservation degree of the catalytic domain (Fig. 2c). Existing machine learning scoring methods demonstrated diverse evaluation techniques. Using the sequence-based evaluation method, ESM-1v 26 reported 21 of the generated sequences outperformed the wild-type (Supplementary Fig. 2c and Supplementary Data 1). We further combined ESM-1v 26 ， MIF-ST 27 ， Rosetta 28 and AlphaFold2 29 to screen and characterize the generated truncated sequences(Fig. 2a and Supplementary Fig. 2). ARTICLE IN PRESS"", ""heading_level"": 7, ""line_start"": 351, ""line_end"": 412, ""original_chars"": 1982}]"
full_2026-07-06__rec_000771,rec_000771,include,"A multimodal conversational agent for DNA, RNA and protein tasks",10.1038/s42256-025-01047-1,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000771.md,4,"[{""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 149, ""line_end"": 170, ""original_chars"": 8403}, {""section_type"": ""data_representation"", ""heading"": ""curated instructions dataset of biologically relevant tasks"", ""heading_level"": 4, ""line_start"": 65, ""line_end"": 80, ""original_chars"": 4550}, {""section_type"": ""data_representation"", ""heading"": ""Genomics instructions datasets"", ""heading_level"": 4, ""line_start"": 195, ""line_end"": 206, ""original_chars"": 3284}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 171, ""line_end"": 232, ""original_chars"": 13588}]"
full_2026-07-06__rec_000822,rec_000822,include,HydraRNA: a hybrid architecture based full-length RNA language model,10.1186/s13059-025-03853-7,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000822.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 3, ""line_start"": 15, ""line_end"": 22, ""original_chars"": 1602}, {""section_type"": ""introduction"", ""heading"": ""Background"", ""heading_level"": 3, ""line_start"": 23, ""line_end"": 34, ""original_chars"": 5631}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 137, ""line_end"": 146, ""original_chars"": 4984}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusions"", ""heading_level"": 3, ""line_start"": 147, ""line_end"": 152, ""original_chars"": 1487}, {""section_type"": ""data_representation"", ""heading"": ""HydraRNA: a hybrid architecture based fulllength RNA language model"", ""heading_level"": 2, ""line_start"": 5, ""line_end"": 305, ""original_chars"": 66970}, {""section_type"": ""data_representation"", ""heading"": ""HydraRNA architecture and pre-training strategy"", ""heading_level"": 4, ""line_start"": 155, ""line_end"": 164, ""original_chars"": 3882}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 153, ""line_end"": 240, ""original_chars"": 16874}]"
full_2026-07-06__rec_000843,rec_000843,include,mRNA-LM: full-length integrated SLM for mRNA analysis,10.1093/nar/gkaf044,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000843.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 4, ""line_start"": 23, ""line_end"": 26, ""original_chars"": 1262}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 2, ""line_start"": 31, ""line_end"": 54, ""original_chars"": 5581}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Conclusion"", ""heading_level"": 2, ""line_start"": 182, ""line_end"": 211, ""original_chars"": 12127}, {""section_type"": ""data_representation"", ""heading"": ""Datasets for pretraining UTRBERTs"", ""heading_level"": 4, ""line_start"": 57, ""line_end"": 60, ""original_chars"": 884}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 4, ""line_start"": 117, ""line_end"": 135, ""original_chars"": 2728}, {""section_type"": ""data_representation"", ""heading"": ""Materials and methods"", ""heading_level"": 2, ""line_start"": 55, ""line_end"": 114, ""original_chars"": 9363}, {""section_type"": ""data_representation"", ""heading"": ""Learning the joint representation of segment sequence using CLIP"", ""heading_level"": 4, ""line_start"": 77, ""line_end"": 102, ""original_chars"": 3925}]"
full_2026-07-06__rec_000867,rec_000867,include,A long-context language model for deciphering and generating bacteriophage genomes,10.1038/s41467-024-53759-4,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000867.md,2,"[{""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 73, ""line_end"": 76, ""original_chars"": 2017}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 77, ""line_end"": 118, ""original_chars"": 10163}]"
full_2026-07-06__rec_000908,rec_000908,include,DNA language model GROVER learns sequence context in the human genome,10.1038/s42256-024-00872-0,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000908.md,2,"[{""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 105, ""line_end"": 114, ""original_chars"": 2860}, {""section_type"": ""data_representation"", ""heading"": ""Methods"", ""heading_level"": 3, ""line_start"": 115, ""line_end"": 210, ""original_chars"": 13709}]"
full_2026-07-06__rec_000915,rec_000915,include,'Bingo' - a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data,10.1093/bib/bbad472,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000915.md,6,"[{""section_type"": ""introduction"", ""heading"": ""INTRODUCTION"", ""heading_level"": 3, ""line_start"": 11, ""line_end"": 52, ""original_chars"": 8717}, {""section_type"": ""discussion_conclusion"", ""heading"": ""DISCUSSION"", ""heading_level"": 3, ""line_start"": 217, ""line_end"": 224, ""original_chars"": 2511}, {""section_type"": ""data_representation"", ""heading"": ""Datasets"", ""heading_level"": 4, ""line_start"": 55, ""line_end"": 60, ""original_chars"": 1661}, {""section_type"": ""data_representation"", ""heading"": ""Curated datasets obtained"", ""heading_level"": 4, ""line_start"": 129, ""line_end"": 134, ""original_chars"": 433}, {""section_type"": ""data_representation"", ""heading"": ""Predictive performance of Bingo using balanced and imbalanced datasets"", ""heading_level"": 4, ""line_start"": 135, ""line_end"": 164, ""original_chars"": 5378}, {""section_type"": ""data_representation"", ""heading"": ""AND METHODS"", ""heading_level"": 3, ""line_start"": 53, ""line_end"": 124, ""original_chars"": 10174}]"
full_2026-07-06__rec_000939,rec_000939,include,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures,10.1093/bib/bbae525,docling_ok,ok,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000939.md,7,"[{""section_type"": ""abstract"", ""heading"": ""Abstract"", ""heading_level"": 5, ""line_start"": 19, ""line_end"": 24, ""original_chars"": 1540}, {""section_type"": ""introduction"", ""heading"": ""Introduction"", ""heading_level"": 3, ""line_start"": 25, ""line_end"": 46, ""original_chars"": 4412}, {""section_type"": ""discussion_conclusion"", ""heading"": ""Discussion"", ""heading_level"": 3, ""line_start"": 420, ""line_end"": 427, ""original_chars"": 2298}, {""section_type"": ""data_representation"", ""heading"": ""Dataset pre-processing"", ""heading_level"": 4, ""line_start"": 63, ""line_end"": 78, ""original_chars"": 2632}, {""section_type"": ""data_representation"", ""heading"": ""Dataset used for training"", ""heading_level"": 5, ""line_start"": 65, ""line_end"": 72, ""original_chars"": 1619}, {""section_type"": ""data_representation"", ""heading"": ""Dataset used for evaluating"", ""heading_level"": 5, ""line_start"": 73, ""line_end"": 78, ""original_chars"": 943}, {""section_type"": ""data_representation"", ""heading"": ""Materials and methods"", ""heading_level"": 3, ""line_start"": 47, ""line_end"": 339, ""original_chars"": 17920}]"
