cluster_id,title,regression_group,decision_set,deepseek_rep1_decision,deepseek_rep1_exclusion_code,deepseek_rep1_uncertainty_reason,deepseek_rep1_boundary_case,deepseek_rep1_text_evidence,deepseek_rep1_bridge_evidence,deepseek_rep1_generative_evidence,deepseek_rep1_rationale,deepseek_rep2_decision,deepseek_rep2_exclusion_code,deepseek_rep2_uncertainty_reason,deepseek_rep2_boundary_case,deepseek_rep2_text_evidence,deepseek_rep2_bridge_evidence,deepseek_rep2_generative_evidence,deepseek_rep2_rationale,deepseek_rep3_decision,deepseek_rep3_exclusion_code,deepseek_rep3_uncertainty_reason,deepseek_rep3_boundary_case,deepseek_rep3_text_evidence,deepseek_rep3_bridge_evidence,deepseek_rep3_generative_evidence,deepseek_rep3_rationale,gptoss_rep1_decision,gptoss_rep1_exclusion_code,gptoss_rep1_uncertainty_reason,gptoss_rep1_boundary_case,gptoss_rep1_text_evidence,gptoss_rep1_bridge_evidence,gptoss_rep1_generative_evidence,gptoss_rep1_rationale,gptoss_rep2_decision,gptoss_rep2_exclusion_code,gptoss_rep2_uncertainty_reason,gptoss_rep2_boundary_case,gptoss_rep2_text_evidence,gptoss_rep2_bridge_evidence,gptoss_rep2_generative_evidence,gptoss_rep2_rationale,issue_tags
177,Integrating Imaging-Derived Clinical Endotypes with Plasma Proteomics and External Polygenic Risk Scores Enhances Coronary Microvascular Disease Risk Prediction.,exclude_uncertain_unstable,UNCERTAIN|EXCLUDE|EXCLUDE|EXCLUDE|EXCLUDE,UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"The abstract focuses on risk prediction models using imaging, proteomics, and polygenic risk scores, with no natural-language text component or generative mechanism. Both reviewers agree on absence of text component (EC2) and generative model (EC3); EC2 is chosen as the primary exclusion.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract describes risk prediction models using imaging, proteomics, and genetic data with no natural-language text component or generative mechanism, so it fails EC2 and EC3.",EXCLUDE,EC2_no_text_component,,,,,,"No natural-language text component or text-bio bridge; the paper integrates imaging, proteomics, and genetic data for risk prediction using machine learning models. | The abstract describes risk prediction models using machine/deep learning and polygenic risk scores, with no mention of a generative mechanism; it is a predictive classification task, not generative.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract details imaging, proteomics, and polygenic risk score integration but contains no mention of natural-language text or a text‑bio mapping, so the text component and bridge are absent. | The abstract reports risk prediction and unsupervised endotyping with no mention of generative mechanisms such as decoder or autoregressive generation; therefore it lacks generative model evidence and foundation-model characteristics.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract describes integration of imaging, proteomics, and polygenic risk scores for risk prediction, with no mention of natural-language text or a text‑bio mapping. | The abstract focuses on risk prediction, classification, and unsupervised endotyping without any reference to generative mechanisms such as decoder, autoregressive, or diffusion models.",text_component_boundary;generative_boundary
776,Large language models enable tumor-type classification and localization of cancers of unknown primary from genomic data,exclude_uncertain_unstable,UNCERTAIN|UNCERTAIN|EXCLUDE|EXCLUDE|EXCLUDE,UNCERTAIN,EC2_no_text_component,paper_type_unclear,thin_abstract_boundary,none,none,none,Title and truncated abstract indicate classification from genomic data using LLMs; no natural-language text or generative mechanism described; paper type unclear due to insufficient detail.,UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"Title and abstract describe LLM trained on genomic data for classification; no natural-language text or generative output mentioned, so text component absent and generative model absent.",EXCLUDE,application_wrapper,,,,,,"The title describes using large language models for classification and localization from genomic data, indicating an application wrapper rather than a primary generative text-bio model. No evidence of text generation or text-bio alignment. | The abstract describes tumor-type classification and localization from genomic data using a large language model; this is a predictive classification task with no generative mechanism mentioned.",EXCLUDE,application_wrapper,,clear_exclude,genomic data,none,tumor-type classification,"The abstract only references genomic data and tumor-type classification, with no mention of natural-language text or generation. This indicates the LLM is used as a wrapper for a discriminative task, not as a new multimodal generative model.",EXCLUDE,application_wrapper,text_component_unclear,,,,,"The abstract reports using a large language model to classify tumor types from genomic data, confirming a biological modality, but provides no clear indication of natural-language text input or a substantive text-bio bridge, and the work appears to apply an existing LLM rather than present a new primary model. | The abstract focuses on tumor-type classification with a large language model and does not describe any generative mechanism; the work appears to be an application of an existing LLM rather than a primary generative model.",thin_or_truncated_abstract;wrapper_boundary;text_component_boundary;generative_boundary
111,Multi-modal single-cell platform for nanoparticle-enhanced time-series metabolic profiles of CD8,exclude_uncertain_unstable,EXCLUDE|UNCERTAIN|EXCLUDE|EXCLUDE|EXCLUDE,EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract describes a multi-modal single-cell platform with deep learning for classification, with no mention of natural language text or generative modeling, thus failing both text component and generative criteria.",UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"The abstract describes a multi-modal single-cell platform integrating mass spectrometry and deep learning for classification, with no mention of natural language text, text-bio alignment, or generative modeling; thus it fails the text component, text-bio bridge, and generative criteria.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract describes a multi-modal single-cell platform for metabolic profiling and classification of CD8+ T cells using deep learning, with no mention of natural language text, text-bio alignment, or generative modeling. Thus it lacks a text component and is not a generative model, leading to exclusion.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract details a multimodal single‑cell platform (mass spectrometry, protein counting) with deep‑learning classification, but contains no natural‑language text component, no text‑bio alignment, and no generative mechanism, thus it does not meet the generative text‑bio model criteria and is excluded.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract presents a multimodal single‑cell platform (mass spectrometry, protein counting) for CD8⁺ T‑cell analysis and deep‑learning classification, but contains no mention of natural‑language text, prompts, or any text‑bio mapping. | The abstract reports a multi‑modal single‑cell platform and a deep‑learning classifier (AUC >0.9) with no mention of generative mechanisms or foundation‑model pretraining.",text_component_boundary;generative_boundary
782,Multi-omics approaches for image classification in disease diagnosis,exclude_uncertain_unstable,UNCERTAIN|UNCERTAIN|UNCERTAIN|EXCLUDE|EXCLUDE,UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"The abstract discusses multi-omics integration for image classification in disease diagnosis with no mention of natural-language text, text-bio alignment, or generative modeling, leading to exclusion.",UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"Abstract focuses on multi-omics integration for image classification in disease diagnosis, with no mention of natural-language text, text-bio alignment, or generative modeling; both text component and generative criteria are absent.",UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"Abstract describes multi-omics integration for image classification without any mention of text/natural-language component or generative model. Both reviewers agree on absence of text component and generative status, leading to exclusion per EC2_no_text_component.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract details a multi‑omics image‑classification method for disease diagnosis with no mention of natural‑language text, text‑bio alignment, or any generative mechanism, leading to exclusion under EC3_not_generative.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract discusses multi‑omics integration and image classification but contains no mention of natural‑language text or a text‑bio mapping. | The abstract focuses on multi-omics integration for image classification and does not mention any generative architecture such as decoder, autoregressive, or diffusion mechanisms.",text_component_boundary;generative_boundary
1129,Multimodal FACED imaging for large-scale single-cell morphological profiling,exclude_uncertain_unstable,EXCLUDE|UNCERTAIN|EXCLUDE|EXCLUDE|EXCLUDE,EXCLUDE,EC2_no_text_component,,,,,,"The abstract describes a multimodal imaging system for single-cell morphological profiling with deep learning, but no text/language component or text-bio bridge is mentioned. | The paper describes an imaging system and deep learning for cell-type classification and cell-cycle tracking, not a generative model; no evidence of generative architecture or foundation-model characteristics.",UNCERTAIN,EC2_no_text_component,paper_type_unclear,clear_exclude,none,none,none,"The abstract describes an imaging system and deep learning classification without any text component or generative modeling, so it is excluded.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"Abstract describes a new imaging system and deep learning classifier for single-cell profiling; no natural-language text or generative model is present, so it fails text component and generative criteria.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract describes a high‑speed multimodal imaging system with deep‑learning classification but contains no natural‑language text component, text‑bio alignment, or generative mechanism, thus it is excluded under EC3_not_generative.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,none,"The abstract describes a high‑speed imaging system and deep‑learning‑based profiling of single‑cell morphology, with no mention of natural‑language text, text‑bio alignment, or generative modeling. Therefore it lacks the required text component and bridge, leading to exclusion (EC2_no_text_component).",text_component_boundary;generative_boundary
765,Predicting breast cancer treatment response and prognosis using AI-based image classification,exclude_uncertain_unstable,EXCLUDE|EXCLUDE|UNCERTAIN|EXCLUDE|EXCLUDE,EXCLUDE,EC2_no_text_component,,,,,,"The abstract presents a deep sequence learning model for breast cancer treatment prediction using image and clinical data, with no mention of natural-language text, prompts, captions, or text-bio alignment, so it fails the text component criterion. | The abstract focuses on predictive modeling of treatment response and prognosis using recurrent and attention mechanisms, with no mention of generative architectures or text generation.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract describes a predictive model for breast cancer treatment response using temporal dynamics and attention, but no natural-language text component or text-bio bridge is present; the model is not a generative text-bio foundational model. | The abstract focuses on a predictive deep sequence learning model for breast cancer treatment response and prognosis, with no mention of generative architecture, text generation, or foundational model characteristics.",UNCERTAIN,EC2_no_text_component,bio_modality_unclear,,,,,"The abstract describes a predictive model for treatment response using temporal clinical data, with no mention of a text/language component or generative text-bio bridge; thus it does not meet the criteria for a generative text-bio foundational model. | The abstract describes a predictive model for treatment response and prognosis using deep sequence learning, with no mention of generative mechanisms (e.g., decoder, autoregressive generation, diffusion) or foundation-model-like broad pretraining.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract presents a new AI framework for predicting breast cancer treatment response using image and longitudinal patient data, with no mention of natural-language text or text‑bio interaction, thus it is a primary model with a biological modality but lacks a text component and bridge. | The abstract describes a dynamics-aware deep sequence learning model for predicting treatment response, with no mention of a generative mechanism or broad pretraining typical of foundation models.",EXCLUDE,EC2_no_text_component,,,,,,"The abstract describes a new AI framework for breast cancer prognosis using imaging and clinical data, with no mention of natural-language text or text‑bio alignment. | The abstract introduces a dynamics-aware deep sequence learning architecture for predicting breast cancer treatment response, but it contains no mention of generative mechanisms such as decoder, autoregressive, or diffusion.",text_component_boundary;generative_boundary
3469,ADAM-1: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,include_decision_unstable,UNCERTAIN|EXCLUDE|UNCERTAIN|EXCLUDE|EXCLUDE,UNCERTAIN,,paper_type_unclear,thin_abstract_boundary,none,none,none,"Abstract is too short to confirm text component, text-bio bridge, or generative status; only mentions an LLM framework for multimodal integration without specifying natural-language text or generation.",EXCLUDE,application_wrapper,,wrapper_boundary,none,none,none,"Abstract describes an LLM framework for integrating multimodal data and producing insights, without presenting a new generative model or explicit text-bio conditioning; thus it is an application wrapper using an existing LLM.",UNCERTAIN,,text_bio_bridge_unclear,thin_abstract_boundary,large language model (LLM) framework,integrate and analyze multimodal data,none,"ADAM-1 is presented as a new LLM framework for Alzheimer's detection, but the abstract lacks sufficient detail to confirm text-bio bridge and generative mechanism, leading to unclear criteria.",EXCLUDE,application_wrapper,,wrapper_boundary,large language model (LLM) framework,none,none,"The abstract describes an LLM framework used to integrate multimodal biological data without presenting a new generative multimodal model, so it is classified as an application wrapper; biological modality is present, the LLM indicates a text component, but no generative text‑bio bridge is evident.",EXCLUDE,application_wrapper,mixed_signals,thin_abstract_boundary,none,none,produces insights from diverse data,"The abstract mentions a large language model and multimodal biological data, confirming biological modality and foundation‑model use, but provides no clear description of natural‑language text input/output or generative capability, leading to uncertainty about the text component and bridge and a conservative classification as an application wrapper.",thin_or_truncated_abstract;wrapper_boundary;text_component_boundary;generative_boundary
3741,Abstract 4213: Generative genomics accurately predicts cancer gene expression,include_decision_unstable,EXCLUDE|UNCERTAIN|INCLUDE|INCLUDE|INCLUDE,EXCLUDE,EC2_no_text_component,,,,,,"The abstract describes GEM-1, a generative model for gene expression from experimental metadata; no natural-language text is part of the model itself, and the use of an LLM-based metadata agent is preprocessing, not a substantive text component or text-bio bridge. | The abstract describes GEM-1 as a generative genomics framework using a deep latent variable model, pretrained foundation model embeddings, and demonstrates generation of synthetic cohorts and simulation of perturbations, meeting criteria for a generative text-bio foundational model.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,automated metadata agent harmonized fragmented experimental descriptions using large language models,partitions experimental metadata into biological components using pretrained foundation model embeddings,generative genomics framework that models the diversity of real-world gene expression experiments,"The abstract presents GEM-1 as a generative genomics model for gene expression, but does not clearly describe a natural-language text component or explicit text-bio alignment; the use of LLMs for metadata harmonization is preprocessing, not central to the model. Hence text_component and text_bio_bridge remain unclear.",INCLUDE,,,clear_include,automated metadata agent harmonized fragmented experimental descriptions using large language models,"partitions experimental metadata into biological, technical, and perturbational components, using pretrained foundation model embeddings","generative genomics framework, deep latent variable model, predicts future experimental results","The abstract presents GEM-1, a generative model that uses LLM-processed experimental descriptions (text) to condition gene expression predictions, establishing a text-bio bridge. All inclusion criteria are clearly met.",INCLUDE,,,,,,,"The abstract introduces GEM-1, a new generative genomics model (primary model) that uses RNA‑seq data (bio modality) and leverages large‑language‑model‑processed experimental metadata to predict expression, indicating both a text component and a substantive text‑bio bridge. | The abstract presents GEM-1, a deep latent variable generative model that predicts and synthesizes gene expression data (e.g., synthetic cohorts), and it leverages pretrained foundation model embeddings, satisfying both generative and foundation-model criteria.",INCLUDE,,,,,,,"The abstract presents GEM-1, a new generative genomics model predicting gene expression, and describes using LLM‑processed experimental metadata, establishing both a substantive text component and a text‑bio bridge. | The abstract introduces GEM-1, a deep latent variable generative model that predicts gene expression and can generate synthetic cohorts, and it uses pretrained foundation model embeddings, meeting criteria for a primary generative text‑bio foundational model.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
1349,GALAX: Graph-Augmented Language Model for Explainable Reinforcement-Guided Subgraph Reasoning in Precision Medicine,include_decision_unstable,INCLUDE|INCLUDE|EXCLUDE|INCLUDE|INCLUDE,INCLUDE,,,,,,,"The abstract presents a new model (GALAX) that integrates multi-omic data, graph topology, and textual biological knowledge via LLMs, with a clear text-bio bridge through subgraph reasoning, meeting all inclusion criteria. | The abstract presents GALAX, a framework that generates subgraphs via step-wise reasoning using LLMs and GNNs, which is a generative process but produces biological tokens rather than text; foundation-model evidence for the proposed model is not clearly stated.",INCLUDE,,,clear_include,"textual biological knowledge, literature-scale text via LLMs","integrates quantitative multi-omic signals, topological structure with node annotations, and literature-scale text via LLMs",generates disease-relevant subgraphs in a step-wise manner initiated by an LLM,"The abstract presents a novel framework (GALAX) that integrates GNNs into LLMs via reinforcement learning for subgraph reasoning, explicitly incorporating textual biological knowledge and multi-omic data, with generative subgraph construction; thus it is a primary model paper, not a wrapper.",EXCLUDE,application_wrapper,generative_status_unclear,wrapper_boundary,textual biological knowledge,"subgraph reasoning as the principle bridge linking numeric evidence, topological knowledge and language context",none,"The abstract presents GALAX as a framework that integrates pretrained GNNs into LLMs for subgraph reasoning, not for generating natural-language text. The LLM is used as a component for a downstream subgraph generation task, making it an application wrapper. Text component and text-bio bridge are present, but generative model status is unclear because the output is subgraphs, not text.",INCLUDE,,,,,,,"The abstract introduces GALAX, a new framework that combines a pretrained GNN with an LLM to perform subgraph reasoning on multi‑omic features and textual biomedical knowledge, satisfying the criteria for a primary multimodal text‑bio model. | The abstract introduces GALAX, a framework that generates disease-relevant subgraphs via an LLM‑guided process, indicating a generative architecture, and leverages pretrained GNNs and LLMs, showing foundation‑model characteristics.",INCLUDE,,,,,,,"The abstract presents GALAX, a new multimodal framework that integrates LLMs with GNNs to jointly reason over multi‑omic data, graph topology, and textual biomedical knowledge, satisfying the criteria for a primary model with both biological and text components and a substantive text‑bio bridge. | The abstract introduces GALAX, a framework that generates disease-relevant subgraphs via LLM‑driven reinforcement learning, integrating pretrained GNNs and LLMs, providing generative architecture evidence and foundation‑model characteristics.",wrapper_boundary;text_component_boundary;generative_boundary;biological_token_only
2396,"Human Genome Book:Words,Sentences and Paragraphs",include_decision_unstable,EXCLUDE|UNCERTAIN|EXCLUDE|EXCLUDE|EXCLUDE,EXCLUDE,EC3_not_generative,,,,,,"The abstract describes training a foundational model that transfers English linguistic capabilities to DNA, constructs a DNA-to-English vocabulary mapping, and creates an English version of the genome, making text and text-bio bridge central to the model. | The abstract describes training a foundational model for DNA-English transfer and fine-tuning for segmentation tasks, but does not mention any generative mechanism (e.g., decoder, autoregressive, diffusion). The model's tasks are classification/segmentation, not generation.",UNCERTAIN,EC3_not_generative,text_component_unclear,clear_exclude,English datasets for paragraphing and sentence segmentation,mapped DNA words to their English equivalents; created an 'English version' of the genomic book,none,"The abstract describes a foundational model for DNA segmentation and mapping, but does not present a generative model (no decoder, autoregressive, or generative mechanism). Therefore, it is excluded under EC3 (not generative). Text component and text-bio bridge are unclear but not decisive.",EXCLUDE,EC3_not_generative,,,,,,"The paper presents a foundational model that transfers linguistic capabilities from English to DNA sequences, maps DNA words to English equivalents, and uses English datasets for segmentation, clearly satisfying text component and text-bio bridge criteria. | The abstract describes training a foundational model for DNA segmentation and tokenization, not a generative model; no decoder, autoregressive, or generative mechanism is mentioned.",EXCLUDE,EC3_not_generative,,,,,,"The abstract describes a new foundational model that transfers English language capabilities to DNA sequences, using English text data and a DNA‑to‑English vocabulary mapping, establishing a substantive text‑bio bridge. | The abstract presents a new foundational model that transfers linguistic capabilities to DNA and performs segmentation, but it does not mention a decoder, autoregressive or other generative mechanism.",EXCLUDE,EC3_not_generative,,,,,,"The abstract describes a new foundational model that transfers English linguistic knowledge to DNA sequences, uses English text datasets, and creates a DNA‑to‑English vocabulary, indicating a substantive text‑bio bridge and a primary model contribution. | The abstract details a foundational model for DNA segmentation without mentioning a decoder or generative mechanism, so no generative model is present; it explicitly states training a foundational model that transfers linguistic capabilities, providing foundation-model evidence.",text_component_boundary;generative_boundary
1423,Med-PRSIMD: Enhanced Complex Disease Risk Prediction through Integrative Analysis of Multi-Type Data and Medical History Records,include_decision_unstable,EXCLUDE|EXCLUDE|UNCERTAIN|INCLUDE|INCLUDE,EXCLUDE,application_wrapper,,wrapper_boundary,medical history records and causal language model pretraining task,no explicit text-bio alignment or generation; used for risk prediction only,none,"The paper presents a risk prediction model that uses a Transformer with causal LM pretraining on medical history records, but the final output is a risk score, not generation. This is an application wrapper, not a primary generative model.",EXCLUDE,EC3_not_generative,,clear_exclude,medical history records; causal language model pretraining task,"integrates genetic variants, lifestyle factors and medical history records",none,"The model predicts disease risk scores using a Transformer trained with causal language model pretraining on medical history records, but no generative output is described; therefore excluded as not generative.",UNCERTAIN,EC3_not_generative,text_component_unclear,clear_exclude,medical history records; causal language model pretraining task,none,none,"The Med-PRSIMD model is a risk predictor, not a generative model; the causal language model pretraining is used for feature extraction, not for generating text or biological outputs. Thus EC3_not_generative applies. Text component is unclear because medical history records are not explicitly described as natural-language text.",INCLUDE,,,,,,,"The abstract presents a new Transformer-based model that extracts natural‑language medical history records and combines them with genetic and lifestyle data for disease risk prediction, satisfying the criteria for a primary model with both bio modality and a substantive text‑bio bridge. | The abstract reports training a Transformer with a causal language model objective (generative) and introduces a new model for disease risk prediction, qualifying it as a primary generative model paper.",INCLUDE,,,,,,,"The abstract describes a new Transformer model that leverages natural‑language medical history records together with genetic and lifestyle data for disease risk prediction, satisfying the criteria for a primary multimodal text‑bio model. | The abstract explicitly mentions a Transformer trained with a causal language model pretraining task, indicating a generative decoder architecture, but the work focuses on disease risk prediction and does not provide clear evidence of broad foundation-model characteristics.",wrapper_boundary;text_component_boundary;generative_boundary
3274,TEDDY: a family of foundation models for understanding single cell biology,include_decision_unstable,EXCLUDE|UNCERTAIN|EXCLUDE|EXCLUDE|EXCLUDE,EXCLUDE,EC2_no_text_component,,biological_token_only_boundary,none,none,generative pre-trained language model,"Abstract describes a generative pre-trained language model for single-cell analysis using gene expression counts only, with no natural-language text component or text-bio bridge, so it is excluded per EC2_no_text_component.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,generative pre-trained language model,"The abstract is truncated; it mentions a generative language model for single-cell analysis but does not clarify whether natural-language text is involved, leaving text component and text-bio bridge unresolved.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,multitask generative pre-trained language model,"Abstract presents a generative language model for single-cell gene expression but no natural-language text component; biological-token modeling alone does not count as text, so excluded under EC2_no_text_component.",EXCLUDE,EC2_no_text_component,,clear_include,gene expression counts,gene expression counts,generative pre-trained language model,"The abstract describes a generative pre‑trained language model applied to single‑cell gene expression counts, with no mention of natural‑language text or prompts, so there is no text component or text‑bio bridge. The work presents a new multimodal foundation model, not a review, benchmark, or wrapper.",EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,multitask generative pre-trained language model,"The abstract describes a generative pre‑trained language model for single‑cell gene expression but gives no indication of natural‑language text input/output or a text‑biology alignment, thus it lacks the required text component and bridge.",thin_or_truncated_abstract;wrapper_boundary;text_component_boundary;generative_boundary
1272,Towards Applying Large Language Models to Complement Single-Cell Foundation Models,include_decision_unstable,EXCLUDE|EXCLUDE|EXCLUDE|EXCLUDE|UNCERTAIN,EXCLUDE,application_wrapper,,wrapper_boundary,none,none,none,"scMPT fuses scGPT and LLM representations without generating text or conditioning on natural-language input; it applies existing LLMs as complementary, fitting application_wrapper exclusion.",EXCLUDE,application_wrapper,,,,,,"The paper introduces scMPT, a fusion model that uses external LLM representations as side information to complement scGPT for single-cell analysis, fitting the application_wrapper exclusion. | The abstract describes scMPT as a fusion of scGPT and LLM representations for single-cell analysis, with no explicit generative mechanism; it is an application wrapper rather than a primary generative model.",EXCLUDE,application_wrapper,,,,,,"The abstract describes scMPT as a fusion of scGPT and LLM representations for downstream single-cell tasks, with no natural-language text input/output or generative text-bio bridge, fitting the application wrapper exclusion. | The abstract presents scMPT as a fusion of scGPT and LLM representations, focusing on downstream task performance without describing a generative architecture or foundation-model characteristics; it is an application wrapper.",EXCLUDE,EC3_not_generative,,,,,,"The paper introduces scMPT, a new model that fuses a single‑cell foundation model with LLM‑derived representations, establishing a substantive text‑bio multimodal bridge. | The abstract introduces scMPT, a model that fuses scGPT and LLM representations, but it does not mention any decoder, autoregressive, or other generative mechanism. It references foundation models (scGPT, LLMs) but does not provide evidence that scMPT itself is a broadly pretrained foundation model.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,"leverages synergies between scGPT, and single-cell representations from LLMs that capture these insights",none,"The abstract presents scMPT, a new model that fuses scGPT with LLM‑derived representations, indicating a bridge between text‑trained models and single‑cell data, but it does not explicitly describe natural‑language text input or generation, leaving the text component status uncertain.",thin_or_truncated_abstract;wrapper_boundary;text_component_boundary;generative_boundary
3178,VCWorld: A Biological World Model for Virtual Cell Simulation,include_decision_unstable,EXCLUDE|UNCERTAIN|UNCERTAIN|INCLUDE|INCLUDE,EXCLUDE,EC2_no_text_component,,clear_exclude,none,none,cell-level white-box simulator,"VCWorld is a simulator that predicts cellular responses using LLM reasoning, but lacks natural-language text input/output and explicit generative mechanism, so text_component=no and generative=no, leading to exclusion.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,"generates interpretable, stepwise predictions","The abstract presents VCWorld as a new model integrating LLM reasoning for virtual cell simulation, but does not explicitly describe natural-language text input/output or a generative mechanism, leaving text component and generative status unclear. Thus, it is a thin abstract boundary case.",UNCERTAIN,,text_component_unclear,thin_abstract_boundary,none,none,generates interpretable stepwise predictions,"Abstract describes a cell simulator using LLM reasoning but does not explicitly mention natural-language text input/output or a generative architecture; text component and text-bio bridge are unclear, and generative status is unclear due to lack of explicit generative mechanism.",INCLUDE,,,,,,,"The abstract introduces VCWorld as a new model that combines biological data (gene expression, perturbations) with large language model reasoning, providing clear evidence of both a biological modality and a substantive text component forming a text‑bio bridge. | The abstract presents VCWorld as a new model that ""generates interpretable, stepwise predictions"" using the reasoning capabilities of large language models, indicating a generative architecture, and it explicitly leverages LLMs, providing foundation‑model evidence.",INCLUDE,,,clear_include,"generates interpretable, stepwise predictions",integrates structured biological knowledge with the iterative reasoning capabilities of large language models,large language models,"The abstract describes VCWorld as a new model that combines structured biological knowledge with large language model reasoning to generate stepwise textual predictions, providing a clear text‑bio bridge and using a generative LLM component; therefore it meets all inclusion criteria.",thin_or_truncated_abstract;text_component_boundary;generative_boundary
181,scOTM: A Deep Learning Framework for Predicting Single-Cell Perturbation Responses with Large Language Models.,include_decision_unstable,EXCLUDE|EXCLUDE|EXCLUDE|INCLUDE|INCLUDE,EXCLUDE,EC2_no_text_component,,,,,,"scOTM uses LLM-derived embeddings as prior biological knowledge for predicting transcriptional responses, but does not incorporate natural-language text as input or output, nor does it present a multimodal text-bio generative model; it is an application wrapper. | scOTM uses a variational autoencoder (generative) to predict single-cell perturbation responses, but it is a specialized prediction model without broad pretraining or foundation-model characteristics.",EXCLUDE,application_wrapper,,wrapper_boundary,none,none,variational autoencoder,"The abstract presents a VAE that uses LLM-derived representations as prior biological knowledge for predicting perturbation responses, but no natural-language text component or text-bio alignment is central; thus it is an application wrapper, not a primary generative text-bio model.",EXCLUDE,application_wrapper,,wrapper_boundary,none,none,variational autoencoder,"scOTM uses LLM-derived representations as input features for a VAE predicting perturbation responses, with no natural-language text or text-bio bridge; this is a wrapper use of an external LLM for a downstream predictor, not a central multimodal text-bio model.",INCLUDE,,,,,,,"The abstract presents scOTM as a new deep‑learning framework (primary model) that predicts single‑cell perturbation responses using LLM‑derived representations, providing a clear natural‑language text component and a substantive text‑bio bridge. | The abstract presents scOTM, a VAE‑based framework that predicts whole‑transcriptome perturbation responses (generative) and incorporates representations from large language models (foundation model evidence).",INCLUDE,,,,,,,"The abstract introduces scOTM as a new deep learning framework that predicts single‑cell perturbation responses using LLM‑derived representations, establishing both a biological modality (single‑cell transcriptomics) and a substantive text‑bio bridge. | The abstract presents scOTM, a VAE-based framework that predicts whole-transcriptome responses and leverages embeddings from large language models, evidencing a generative architecture and foundation-model characteristics.",wrapper_boundary;text_component_boundary;generative_boundary
3668,A Quantum Edge Federated Graph Transformer for Generative and Causal Digital Twin Healthcare,stable_include,UNCERTAIN|UNCERTAIN|UNCERTAIN|INCLUDE|INCLUDE,UNCERTAIN,,text_component_unclear,,,,,"The abstract proposes a new generative model (QFGT) for digital twin healthcare using multimodal clinical data including clinical text, but does not clearly describe a substantive text component or text-bio bridge central to the model. | The abstract describes a novel generative architecture (diffusion-based) for digital twin healthcare, not an encoder-only or predictive system; no foundation-model pretraining evidence is provided.",UNCERTAIN,,text_bio_bridge_unclear,thin_abstract_boundary,clinical text data,none,diffusion-based latent simulator,"The abstract describes a multimodal generative model that includes clinical text data as an input, but does not clarify whether text and biological modalities are explicitly bridged or whether text conditions the generative output, leaving text_bio_bridge unresolved.",UNCERTAIN,,text_bio_bridge_unclear,thin_abstract_boundary,clinical text data,none,diffusion-based latent simulator,"The abstract proposes a new model (QFGT) with multimodal data including clinical text and a diffusion-based generative module, but it does not explicitly describe a text-bio bridge where text conditions or aligns with biological generation, leaving that criterion unclear.",INCLUDE,,,,,,,"The abstract introduces a novel multimodal generative model (QFGT) that explicitly incorporates clinical text together with genomic and other biological data, constituting a substantive text component and a clear text‑bio bridge. | The abstract proposes the QFGT architecture and explicitly mentions a diffusion‑based generative module, indicating a primary generative model; no clear evidence of foundation‑model pretraining is provided.",INCLUDE,,,,,,,"The abstract presents a new multimodal generative model (QFGT) that integrates clinical text with laboratory, imaging, and genomic data, indicating a primary model paper with both biological modality and substantive text component forming a clear text‑bio bridge. | The abstract introduces a novel Quantum Edge Federated Graph Transformer with a diffusion-based generative module, indicating a genuine generative architecture rather than a wrapper.",thin_or_truncated_abstract;wrapper_boundary;text_component_boundary;generative_boundary
