record_id,source_record_id,study_id,title,doi,source_pdf_sha256,source_document_sha256,canonical_record_for_study,exact_duplicate,possible_version_group,primary_analysis_linkage,docling_json,markdown
full_2026-07-06__rec_001200,rec_001200,study_ceeeabf3583a,Systematic discovery of single-cell protein networks in cancer with Shusi,10.1101/2025.04.27.649905,823fd84bb0401d766a2dda94472183ca0d710e863f8905d34896ebf5bc83feea,823fd84bb0401d766a2dda94472183ca0d710e863f8905d34896ebf5bc83feea,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001200_07a2a3f7e205.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001200_07a2a3f7e205.md
full_2026-07-06__rec_001218,rec_001218,study_ea83dc2e6084,Any-to-Any Learning in Computational Pathology via Triplet Multimodal Pretraining,10.48550/arXiv.2505.12711,482f25236321fd996f9d2be29bc61eaba8c768c7bb51467887b292bf67def4ab,482f25236321fd996f9d2be29bc61eaba8c768c7bb51467887b292bf67def4ab,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001218_da83e96a8915.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001218_da83e96a8915.md
full_2026-07-06__rec_001277,rec_001277,study_55720b9d7702,WITHDRAWN: OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,10.64898/2026.01.09.698573,3fa3c481fbe15e348c776fead5d7c1f831eab5493ef2f23291e75ee9f3f9fe51,3fa3c481fbe15e348c776fead5d7c1f831eab5493ef2f23291e75ee9f3f9fe51,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001277_8e87e5eae10d.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001277_8e87e5eae10d.md
full_2026-07-06__rec_001319,rec_001319,study_40ede81c16fd,A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following,10.48550/arXiv.2501.08187,04c523a9ad928a669120d325ebcdb4840686ab1468d333efa3ee66ed7a43e959,04c523a9ad928a669120d325ebcdb4840686ab1468d333efa3ee66ed7a43e959,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001319_afbdc8a8325b.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001319_afbdc8a8325b.md
full_2026-07-06__rec_001343,rec_001343,study_7bc6678864bf,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,10.1101/2023.10.13.562243,f6f93ed5ccaf2430ebca5fe38f6245e1ab0e65457d53af088d0638f04b006721,f6f93ed5ccaf2430ebca5fe38f6245e1ab0e65457d53af088d0638f04b006721,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001343_6968c1123911.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001343_6968c1123911.md
full_2026-07-06__rec_001352,rec_001352,study_c985a0111a3c,Towards Generalist Biomedical AI,10.48550/arXiv.2307.14334,dcc3a0f653466b08e62bfe33f20d50ca04b5bcd52b571fe4092c3ac0d063c789,dcc3a0f653466b08e62bfe33f20d50ca04b5bcd52b571fe4092c3ac0d063c789,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001352_bac85e136100.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001352_bac85e136100.md
full_2026-07-06__rec_001381,rec_001381,study_d0e026b8e9c9,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,,b1a14167abdd7e0ef2b12aebcc4b2d347dcf59f2064b9c87e60d124ab0a06222,b1a14167abdd7e0ef2b12aebcc4b2d347dcf59f2064b9c87e60d124ab0a06222,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001381_9e666a0934af.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001381_9e666a0934af.md
full_2026-07-06__rec_001519,rec_001519,study_ff0e5e9d25b9,BioGPT: A Generative Transformer-Based Framework for Personalized Genomic Medicine and Rare Disease Diagnosis,10.58496/mjaih/2025/015,a3394b2f036192d7cb9626d2e7d0a59765a2b9b395ab8876736ccca4b8e313be,a3394b2f036192d7cb9626d2e7d0a59765a2b9b395ab8876736ccca4b8e313be,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001519_57bf8abbd7af.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001519_57bf8abbd7af.md
full_2026-07-06__rec_001617,rec_001617,study_4f442dcf4ed4,Cell-o1: Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning,10.48550/arXiv.2506.02911,cf5752bb6575c57efe014c5172116b55dacd95b8c4832c8dc479de2417d6e300,cf5752bb6575c57efe014c5172116b55dacd95b8c4832c8dc479de2417d6e300,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001617_76b0056d59c3.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001617_76b0056d59c3.md
full_2026-07-06__rec_001687,rec_001687,study_d75a5cb4cc6a,CaLMFlow: Volterra Flow Matching using Causal Language Models,10.48550/arXiv.2410.05292,cc9584c83bc69c038ae67de814c1dcc1473af00f042ace5e49feba4e7e990337,cc9584c83bc69c038ae67de814c1dcc1473af00f042ace5e49feba4e7e990337,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001687_a48c004d6e93.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001687_a48c004d6e93.md
full_2026-07-06__rec_001773,rec_001773,study_c438b06dcc03,Omni-DNA: A Unified Genomic Foundation Model for Cross-Modal and Multi-Task Learning,10.48550/arXiv.2502.03499,8bb6335335d62a00cacdb60af481d932dc2cdb3edcc2b486f912611b220136b1,8bb6335335d62a00cacdb60af481d932dc2cdb3edcc2b486f912611b220136b1,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001773_811a9966d4e1.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001773_811a9966d4e1.md
full_2026-07-06__rec_001830,rec_001830,study_4162fc52fa19,Rethinking Genomic Modeling Through Optical Character Recognition,,00315dd5c71b9419dd7fd036927e98552a8be4ba0ee32ec74ee006666a1f72d1,00315dd5c71b9419dd7fd036927e98552a8be4ba0ee32ec74ee006666a1f72d1,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001830_eb50f2bf58e6.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001830_eb50f2bf58e6.md
full_2026-07-06__rec_001838,rec_001838,study_4250fe0b5a77,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,10.48550/arXiv.2509.24840,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001838_bb6ae63f17ad.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001838_bb6ae63f17ad.md
full_2026-07-06__rec_001889,rec_001889,study_d28c97a665ce,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,10.64898/2025.12.01.691565,8bb683da2854fd183fe3d791428a837eedd9ed70de2adadf29b3598c9feede09,8bb683da2854fd183fe3d791428a837eedd9ed70de2adadf29b3598c9feede09,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001889_415cb5daeaca.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001889_415cb5daeaca.md
full_2026-07-06__rec_002049,rec_002049,study_f456cf1340ce,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,10.48550/arXiv.2510.01428,aa138b11f656f39dc81db3eee741f995dd9022ab7e5a71042e9117098b0a466b,aa138b11f656f39dc81db3eee741f995dd9022ab7e5a71042e9117098b0a466b,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002049_b1c397ddeaa1.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002049_b1c397ddeaa1.md
full_2026-07-06__rec_002105,rec_002105,study_266ca9b669f4,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,10.1101/2024.10.15.618501,c52f12b4099546aa9b35d4abc366c269e1300a70d67dd5ece1df0187588fcac6,c52f12b4099546aa9b35d4abc366c269e1300a70d67dd5ece1df0187588fcac6,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002105_966eaaaee764.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002105_966eaaaee764.md
full_2026-07-06__rec_002243,rec_002243,study_2db24aaf3a41,"Human Genome Book:Words,Sentences and Paragraphs",10.1101/2025.01.23.634629,c5ed5eefbb30c81afcca11bbb784ab146e14c48e3114766dca751926efef33c7,c5ed5eefbb30c81afcca11bbb784ab146e14c48e3114766dca751926efef33c7,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002243_2c739b46e03e.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002243_2c739b46e03e.md
full_2026-07-06__rec_002304,rec_002304,study_6a167f2added,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",10.1101/2025.11.14.688396,9b10f7ca2de7b13f91f02c1dcf30d3ace515431977b60ee39c0ab2ed70a7a5c6,9b10f7ca2de7b13f91f02c1dcf30d3ace515431977b60ee39c0ab2ed70a7a5c6,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002304_0f15beb21c49.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002304_0f15beb21c49.md
full_2026-07-06__rec_002327,rec_002327,study_c317900baf0b,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543,224f17a012c70ed6b7cc9e5f57eff9035710cd3daa6ad9de2d547d737b6235a9,224f17a012c70ed6b7cc9e5f57eff9035710cd3daa6ad9de2d547d737b6235a9,False,True,omnina_preprint_journal,separate,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002327_accd0e8b6545.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002327_accd0e8b6545.md
full_2026-07-06__rec_002517,rec_002517,study_cb14749fff1d,ChatCell: Facilitating Single-Cell Analysis with Natural Language,10.48550/arXiv.2402.08303,38f83ae62bbe22a2283c9c26625baab4dd0d4814e2b52978123074464505ec43,38f83ae62bbe22a2283c9c26625baab4dd0d4814e2b52978123074464505ec43,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002517_46d135b6aad4.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002517_46d135b6aad4.md
full_2026-07-06__rec_003008,rec_003008,study_b6246bd13ef4,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,,f3061e2dae25e4ba4ce240a459de71f6a45088dd09b00233ae5a438836acb8f0,f3061e2dae25e4ba4ce240a459de71f6a45088dd09b00233ae5a438836acb8f0,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003008_6a0122710a41.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003008_6a0122710a41.md
full_2026-07-06__rec_003043,rec_003043,study_3bbf77870504,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,,011912e0c3bc0a7cad363b4822214998746c3f1118f35af159faffcd0513ad79,011912e0c3bc0a7cad363b4822214998746c3f1118f35af159faffcd0513ad79,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003043_460a3d629653.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003043_460a3d629653.md
full_2026-07-06__rec_003131,rec_003131,study_d3496a7d304f,Gp-gpt: Large language model for gene-phenotype mapping,,f7e4e25b92d5a5f1c3e2ea458c52ce687a0d0e3fa2afe6c8a7a7ca36771ad32c,f7e4e25b92d5a5f1c3e2ea458c52ce687a0d0e3fa2afe6c8a7a7ca36771ad32c,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003131_25f480721b1e.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003131_25f480721b1e.md
full_2026-07-06__rec_003188,rec_003188,study_36da55ad5ac4,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,,f7296982840b6a65edd9f0267144e9689f2a891c24fee108909b95221cdf43e1,f7296982840b6a65edd9f0267144e9689f2a891c24fee108909b95221cdf43e1,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003188_07429b15f6f8.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003188_07429b15f6f8.md
full_2026-07-06__rec_003206,rec_003206,study_dd3851edd677,Cell2Sentence: teaching large language models the language of biology,,4583f5bad2e244cb246d0cb5425f2becf70f46c418088fbd44faac7fa04f4758,4583f5bad2e244cb246d0cb5425f2becf70f46c418088fbd44faac7fa04f4758,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003206_211e7d00b696.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003206_211e7d00b696.md
full_2026-07-06__rec_003214,rec_003214,study_89ea5bd2179f,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,,1b45cd22c6fae6eaacd2100e765706438af0667684d3944548ecee0bac3e1b59,1b45cd22c6fae6eaacd2100e765706438af0667684d3944548ecee0bac3e1b59,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003214_ccaac5236ad7.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003214_ccaac5236ad7.md
full_2026-07-06__rec_003323,rec_003323,study_27fd0c39d9c3,Teampath: Building multimodal pathology experts with reasoning ai copilots,,6406a02d585ad3e7fe57992708fe3cbae1d96026fc39e2af2e09281c27dab957,6406a02d585ad3e7fe57992708fe3cbae1d96026fc39e2af2e09281c27dab957,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003323_ae216fea4cc3.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003323_ae216fea4cc3.md
full_2026-07-06__rec_003394,rec_003394,study_5b610ed9c766,A foundation model for nucleotide sequences.,10.1093/nar/gkag083,52c1dfb4e8527a08cca2b15ba1debaeb1feee006f0d8f0a14b41161a3224dadc,52c1dfb4e8527a08cca2b15ba1debaeb1feee006f0d8f0a14b41161a3224dadc,False,True,omnina_preprint_journal,separate,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003394_190500e27f28.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003394_190500e27f28.md
full_2026-07-06__rec_003434,rec_003434,study_74691182f5b8,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity,10.64898/2026.03.28.714980,b2d423b714cb6c86be10ad0461214269bcac72669557776e009be51448fc2a01,b2d423b714cb6c86be10ad0461214269bcac72669557776e009be51448fc2a01,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003434_0c79637be8b9.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003434_0c79637be8b9.md
full_2026-07-06__rec_003517,rec_003517,study_bcfca4a74dd0,X-Cell: Scaling Causal Perturbation Prediction Across Diverse Cellular Contexts via Diffusion Language Models,10.64898/2026.03.18.712807,3701ba0d80d930671863a3d6a0af27704e4aab94c2ffb9c148152fc409290655,3701ba0d80d930671863a3d6a0af27704e4aab94c2ffb9c148152fc409290655,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003517_bdcbcbd932f3.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003517_bdcbcbd932f3.md
full_2026-07-06__rec_003629,rec_003629,study_6fd67e763424,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,82383e60513b85e42e6c8186b4e8bd76be2cf2f514175605e877835da6e1f5fc,82383e60513b85e42e6c8186b4e8bd76be2cf2f514175605e877835da6e1f5fc,True,False,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003629_cb28e7e12c02.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003629_cb28e7e12c02.md
full_2026-07-06__rec_003852,rec_003852,study_d208190fc72d,A Generative Foundation Model for Multimodal Histopathology,,2a70a517565c5c112f4ecd9335312af05d7c2eb6d234ab2401836b547bf7355d,2a70a517565c5c112f4ecd9335312af05d7c2eb6d234ab2401836b547bf7355d,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003852_e33170bc6302.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003852_e33170bc6302.md
july_update_2026-07-06__rec_000050,rec_000050,study_cccbb8d94eda,How Post-Training Shapes Biological Reasoning Models,,2646ef1339e586241b3ccfa1e80427f6e05215fe4bafb0f9d614461cb120000b,2646ef1339e586241b3ccfa1e80427f6e05215fe4bafb0f9d614461cb120000b,False,True,,exact_pdf_only,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/july_update_2026_07_06_rec_000050_23824e963093.docling.json,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/july_update_2026_07_06_rec_000050_23824e963093.md
